onset	duration	RECORDING_SESSION_LABEL	CURRENT_FIX_ADJUSTED	CURRENT_FIX_INTEREST_AREA_ID	CURRENT_FIX_START	SentenceID	SentenceRT	TRUEOffset	TRUEOnset
#VALUE!	83	S2003_3	FALSE	.	7	.	.	.	.
9443	115	S2003_3	FALSE	1	0	t.05.01	6709	16152	9443
9576	462	S2003_3	FALSE	1	133	t.05.01	6709	16152	9443
10051	310	S2003_3	FALSE	2	608	t.05.01	6709	16152	9443
10387	342	S2003_3	FALSE	3	944	t.05.01	6709	16152	9443
10752	640	S2003_3	FALSE	4	1309	t.05.01	6709	16152	9443
11402	211	S2003_3	FALSE	4	1959	t.05.01	6709	16152	9443
11634	1069	S2003_3	FALSE	5	2191	t.05.01	6709	16152	9443
12715	423	S2003_3	FALSE	6	3272	t.05.01	6709	16152	9443
13161	299	S2003_3	FALSE	7	3718	t.05.01	6709	16152	9443
13480	259	S2003_3	FALSE	8	4037	t.05.01	6709	16152	9443
13759	181	S2003_3	FALSE	9	4316	t.05.01	6709	16152	9443
13964	279	S2003_3	FALSE	.	4521	t.05.01	6709	16152	9443
14252	278	S2003_3	FALSE	9	4809	t.05.01	6709	16152	9443
14668	321	S2003_3	FALSE	3	5225	t.05.01	6709	16152	9443
15015	262	S2003_3	FALSE	3	5572	t.05.01	6709	16152	9443
15468	124	S2003_3	FALSE	4	6025	t.05.01	6709	16152	9443
15614	412	S2003_3	FALSE	5	6171	t.05.01	6709	16152	9443
16060	201	S2003_3	FALSE	3	6617	t.05.01	6709	16152	9443
#VALUE!	83	S2003_3	FALSE	.	7	.	.	.	.
17526	366	S2003_3	FALSE	1	0	t.05.02	0	25526	17526
17904	306	S2003_3	FALSE	1	378	t.05.02	0	25526	17526
18227	363	S2003_3	FALSE	2	701	t.05.02	0	25526	17526
18610	368	S2003_3	FALSE	2	1084	t.05.02	0	25526	17526
18986	209	S2003_3	FALSE	3	1460	t.05.02	0	25526	17526
19219	255	S2003_3	FALSE	4	1693	t.05.02	0	25526	17526
19494	526	S2003_3	FALSE	5	1968	t.05.02	0	25526	17526
20039	390	S2003_3	FALSE	7	2513	t.05.02	0	25526	17526
20442	251	S2003_3	FALSE	6	2916	t.05.02	0	25526	17526
20707	199	S2003_3	FALSE	5	3181	t.05.02	0	25526	17526
20937	320	S2003_3	FALSE	7	3411	t.05.02	0	25526	17526
21275	257	S2003_3	FALSE	8	3749	t.05.02	0	25526	17526
21557	254	S2003_3	FALSE	9	4031	t.05.02	0	25526	17526
21835	287	S2003_3	FALSE	.	4309	t.05.02	0	25526	17526
22145	354	S2003_3	FALSE	9	4619	t.05.02	0	25526	17526
22524	495	S2003_3	FALSE	.	4998	t.05.02	0	25526	17526
23043	267	S2003_3	FALSE	.	5517	t.05.02	0	25526	17526
23321	261	S2003_3	FALSE	9	5795	t.05.02	0	25526	17526
23606	169	S2003_3	FALSE	8	6080	t.05.02	0	25526	17526
23817	404	S2003_3	FALSE	6	6291	t.05.02	0	25526	17526
24240	466	S2003_3	FALSE	5	6714	t.05.02	0	25526	17526
24724	512	S2003_3	FALSE	6	7198	t.05.02	0	25526	17526
25245	378	S2003_3	FALSE	7	7719	t.05.02	0	25526	17526
#VALUE!	78	S2003_3	FALSE	.	7	.	.	.	.
26925	3	S2003_3	FALSE	3	0	t.05.03	6546	33472	26925
26938	346	S2003_3	FALSE	2	13	t.05.03	6546	33472	26925
27305	304	S2003_3	FALSE	4	380	t.05.03	6546	33472	26925
27632	255	S2003_3	FALSE	5	707	t.05.03	6546	33472	26925
27910	663	S2003_3	FALSE	6	985	t.05.03	6546	33472	26925
28594	677	S2003_3	FALSE	8	1669	t.05.03	6546	33472	26925
29299	167	S2003_3	FALSE	6	2374	t.05.03	6546	33472	26925
29490	363	S2003_3	FALSE	9	2565	t.05.03	6546	33472	26925
29875	242	S2003_3	FALSE	10	2950	t.05.03	6546	33472	26925
30135	184	S2003_3	FALSE	11	3210	t.05.03	6546	33472	26925
30343	405	S2003_3	FALSE	.	3418	t.05.03	6546	33472	26925
30767	529	S2003_3	FALSE	.	3842	t.05.03	6546	33472	26925
31564	135	S2003_3	FALSE	.	4639	t.05.03	6546	33472	26925
31719	172	S2003_3	FALSE	.	4794	t.05.03	6546	33472	26925
31936	688	S2003_3	FALSE	8	5011	t.05.03	6546	33472	26925
32647	397	S2003_3	FALSE	6	5722	t.05.03	6546	33472	26925
33078	228	S2003_3	FALSE	3	6153	t.05.03	6546	33472	26925
33324	251	S2003_3	FALSE	3	6399	t.05.03	6546	33472	26925
#VALUE!	78	S2003_3	FALSE	.	7	.	.	.	.
34825	466	S2003_3	FALSE	3	0	t.05.04	4366	39191	34825
35317	428	S2003_3	FALSE	4	492	t.05.04	4366	39191	34825
35773	443	S2003_3	FALSE	5	948	t.05.04	4366	39191	34825
36230	194	S2003_3	FALSE	6	1405	t.05.04	4366	39191	34825
