onset	duration	RECORDING_SESSION_LABEL	CURRENT_FIX_INTEREST_AREA_ID	CURRENT_FIX_START	SentenceID	SentenceRT	TRUEOffset	TRUEOnset	CURRENT_FIX_ADJUSTED
#VALUE!	68	S3017_4	.	18	.	.	.	.	FALSE
19571	50	S3017_4	3	0	t.02.01	0	27571	19571	FALSE
19934	260	S3017_4	.	363	t.02.01	0	27571	19571	FALSE
20218	151	S3017_4	3	647	t.02.01	0	27571	19571	FALSE
21809	28	S3017_4	4	2238	t.02.01	0	27571	19571	FALSE
21896	22	S3017_4	4	2325	t.02.01	0	27571	19571	FALSE
22492	268	S3017_4	6	2921	t.02.01	0	27571	19571	FALSE
22781	54	S3017_4	5	3210	t.02.01	0	27571	19571	FALSE
22886	33	S3017_4	5	3315	t.02.01	0	27571	19571	FALSE
22991	74	S3017_4	5	3420	t.02.01	0	27571	19571	FALSE
23089	266	S3017_4	6	3518	t.02.01	0	27571	19571	FALSE
23375	164	S3017_4	5	3804	t.02.01	0	27571	19571	FALSE
23565	39	S3017_4	5	3994	t.02.01	0	27571	19571	FALSE
23630	165	S3017_4	5	4059	t.02.01	0	27571	19571	FALSE
23811	329	S3017_4	6	4240	t.02.01	0	27571	19571	FALSE
24159	326	S3017_4	5	4588	t.02.01	0	27571	19571	FALSE
24505	453	S3017_4	6	4934	t.02.01	0	27571	19571	FALSE
24977	276	S3017_4	7	5406	t.02.01	0	27571	19571	FALSE
25259	367	S3017_4	6	5688	t.02.01	0	27571	19571	FALSE
25642	264	S3017_4	7	6071	t.02.01	0	27571	19571	FALSE
25924	374	S3017_4	8	6353	t.02.01	0	27571	19571	FALSE
26316	193	S3017_4	9	6745	t.02.01	0	27571	19571	FALSE
26529	384	S3017_4	8	6958	t.02.01	0	27571	19571	FALSE
26932	293	S3017_4	9	7361	t.02.01	0	27571	19571	FALSE
27242	424	S3017_4	8	7671	t.02.01	0	27571	19571	FALSE
#VALUE!	83	S3017_4	.	7	.	.	.	.	FALSE
29587	207	S3017_4	7	0	t.02.02	0	37587	29587	FALSE
29834	163	S3017_4	2	247	t.02.02	0	37587	29587	FALSE
30021	449	S3017_4	1	434	t.02.02	0	37587	29587	FALSE
30489	339	S3017_4	1	902	t.02.02	0	37587	29587	FALSE
30849	519	S3017_4	1	1262	t.02.02	0	37587	29587	FALSE
31388	367	S3017_4	3	1801	t.02.02	0	37587	29587	FALSE
