onset	duration	RECORDING_SESSION_LABEL	CURRENT_FIX_INTEREST_AREA_ID	CURRENT_FIX_START	SentenceID	SentenceRT	TRUEOffset	TRUEOnset	CURRENT_FIX_ADJUSTED
#VALUE!	21	S3017_3	.	8	.	.	.	.	FALSE
#VALUE!	35	S3017_3	.	55	.	.	.	.	FALSE
19566	317	S3017_3	2	0	t.03.01	0	27566	19566	TRUE
19902	207	S3017_3	3	336	t.03.01	0	27566	19566	TRUE
20115	127	S3017_3	3	549	t.03.01	0	27566	19566	TRUE
20263	64	S3017_3	3	697	t.03.01	0	27566	19566	TRUE
20351	277	S3017_3	4	785	t.03.01	0	27566	19566	TRUE
20646	686	S3017_3	4	1080	t.03.01	0	27566	19566	TRUE
21349	426	S3017_3	5	1783	t.03.01	0	27566	19566	TRUE
21799	312	S3017_3	6	2233	t.03.01	0	27566	19566	TRUE
22132	341	S3017_3	6	2566	t.03.01	0	27566	19566	TRUE
22486	213	S3017_3	6	2920	t.03.01	0	27566	19566	TRUE
22723	339	S3017_3	8	3157	t.03.01	0	27566	19566	TRUE
23084	503	S3017_3	8	3518	t.03.01	0	27566	19566	TRUE
23609	219	S3017_3	.	4043	t.03.01	0	27566	19566	TRUE
23868	727	S3017_3	6	4302	t.03.01	0	27566	19566	TRUE
24611	178	S3017_3	6	5045	t.03.01	0	27566	19566	TRUE
24808	275	S3017_3	5	5242	t.03.01	0	27566	19566	TRUE
25104	298	S3017_3	4	5538	t.03.01	0	27566	19566	TRUE
25414	279	S3017_3	5	5848	t.03.01	0	27566	19566	TRUE
25701	229	S3017_3	4	6135	t.03.01	0	27566	19566	TRUE
25953	256	S3017_3	6	6387	t.03.01	0	27566	19566	TRUE
26232	290	S3017_3	6	6666	t.03.01	0	27566	19566	TRUE
26540	251	S3017_3	7	6974	t.03.01	0	27566	19566	TRUE
26814	561	S3017_3	8	7248	t.03.01	0	27566	19566	TRUE
27395	183	S3017_3	8	7829	t.03.01	0	27566	19566	TRUE
27627	53	S3017_3	3	8061	t.03.01	0	27566	19566	TRUE
#VALUE!	85	S3017_3	.	7	.	.	.	.	FALSE
29600	135	S3017_3	1	0	t.03.02	0	37600	29600	TRUE
29754	241	S3017_3	1	154	t.03.02	0	37600	29600	TRUE
30012	245	S3017_3	2	412	t.03.02	0	37600	29600	TRUE
30277	270	S3017_3	3	677	t.03.02	0	37600	29600	TRUE
30560	240	S3017_3	3	960	t.03.02	0	37600	29600	TRUE
30821	154	S3017_3	4	1221	t.03.02	0	37600	29600	TRUE
30997	520	S3017_3	5	1397	t.03.02	0	37600	29600	TRUE
31553	389	S3017_3	7	1953	t.03.02	0	37600	29600	TRUE
31962	406	S3017_3	8	2362	t.03.02	0	37600	29600	TRUE
32387	179	S3017_3	8	2787	t.03.02	0	37600	29600	TRUE
32624	335	S3017_3	1	3024	t.03.02	0	37600	29600	TRUE
32972	106	S3017_3	1	3372	t.03.02	0	37600	29600	TRUE
33107	52	S3017_3	1	3507	t.03.02	0	37600	29600	TRUE
33179	269	S3017_3	1	3579	t.03.02	0	37600	29600	TRUE
33466	296	S3017_3	1	3866	t.03.02	0	37600	29600	TRUE
33786	225	S3017_3	3	4186	t.03.02	0	37600	29600	TRUE
34025	244	S3017_3	3	4425	t.03.02	0	37600	29600	TRUE
34544	772	S3017_3	3	4944	t.03.02	0	37600	29600	TRUE
35323	846	S3017_3	3	5723	t.03.02	0	37600	29600	TRUE
36179	528	S3017_3	3	6579	t.03.02	0	37600	29600	TRUE
36713	444	S3017_3	3	7113	t.03.02	0	37600	29600	TRUE
37173	223	S3017_3	4	7573	t.03.02	0	37600	29600	TRUE
37416	286	S3017_3	3	7816	t.03.02	0	37600	29600	TRUE
#VALUE!	85	S3017_3	.	7	.	.	.	.	FALSE
39133	126	S3017_3	2	0	t.03.03	0	47133	39133	TRUE
39284	135	S3017_3	5	151	t.03.03	0	47133	39133	TRUE
39442	281	S3017_3	2	309	t.03.03	0	47133	39133	TRUE
39730	223	S3017_3	2	597	t.03.03	0	47133	39133	TRUE
39973	438	S3017_3	3	840	t.03.03	0	47133	39133	TRUE
40431	417	S3017_3	5	1298	t.03.03	0	47133	39133	TRUE
40858	201	S3017_3	4	1725	t.03.03	0	47133	39133	TRUE
41082	383	S3017_3	6	1949	t.03.03	0	47133	39133	TRUE
41479	116	S3017_3	6	2346	t.03.03	0	47133	39133	TRUE
41618	172	S3017_3	7	2485	t.03.03	0	47133	39133	TRUE
41813	429	S3017_3	9	2680	t.03.03	0	47133	39133	TRUE
42262	471	S3017_3	10	3129	t.03.03	0	47133	39133	TRUE
42753	266	S3017_3	11	3620	t.03.03	0	47133	39133	TRUE
43037	565	S3017_3	11	3904	t.03.03	0	47133	39133	TRUE
43623	579	S3017_3	13	4490	t.03.03	0	47133	39133	TRUE
44398	132	S3017_3	9	5265	t.03.03	0	47133	39133	TRUE
45169	32	S3017_3	9	6036	t.03.03	0	47133	39133	TRUE
45206	142	S3017_3	9	6073	t.03.03	0	47133	39133	TRUE
45730	442	S3017_3	10	6597	t.03.03	0	47133	39133	TRUE
46193	602	S3017_3	11	7060	t.03.03	0	47133	39133	TRUE
46814	186	S3017_3	12	7681	t.03.03	0	47133	39133	TRUE
47016	205	S3017_3	11	7883	t.03.03	0	47133	39133	TRUE
#VALUE!	78	S3017_3	.	7	.	.	.	.	FALSE
48666	242	S3017_3	4	0	t.03.04	0	56666	48666	TRUE
48929	263	S3017_3	3	263	t.03.04	0	56666	48666	TRUE
49208	408	S3017_3	2	542	t.03.04	0	56666	48666	TRUE
49637	203	S3017_3	3	971	t.03.04	0	56666	48666	TRUE
49857	224	S3017_3	3	1191	t.03.04	0	56666	48666	TRUE
50105	282	S3017_3	6	1439	t.03.04	0	56666	48666	TRUE
50403	422	S3017_3	6	1737	t.03.04	0	56666	48666	TRUE
50848	464	S3017_3	8	2182	t.03.04	0	56666	48666	TRUE
51330	663	S3017_3	9	2664	t.03.04	0	56666	48666	TRUE
52015	172	S3017_3	.	3349	t.03.04	0	56666	48666	TRUE
52223	345	S3017_3	6	3557	t.03.04	0	56666	48666	TRUE
52591	262	S3017_3	8	3925	t.03.04	0	56666	48666	TRUE
52874	388	S3017_3	9	4208	t.03.04	0	56666	48666	TRUE
53284	504	S3017_3	11	4618	t.03.04	0	56666	48666	TRUE
53808	178	S3017_3	11	5142	t.03.04	0	56666	48666	TRUE
54001	424	S3017_3	11	5335	t.03.04	0	56666	48666	TRUE
54451	547	S3017_3	13	5785	t.03.04	0	56666	48666	TRUE
55020	412	S3017_3	13	6354	t.03.04	0	56666	48666	TRUE
55438	266	S3017_3	13	6772	t.03.04	0	56666	48666	TRUE
55738	573	S3017_3	11	7072	t.03.04	0	56666	48666	TRUE
56333	434	S3017_3	.	7667	t.03.04	0	56666	48666	TRUE
#VALUE!	77	S3017_3	.	7	.	.	.	.	FALSE
58182	374	S3017_3	2	0	t.03.05	0	66182	58182	TRUE
58576	336	S3017_3	2	394	t.03.05	0	66182	58182	TRUE
58934	340	S3017_3	3	752	t.03.05	0	66182	58182	TRUE
59295	210	S3017_3	4	1113	t.03.05	0	66182	58182	TRUE
59526	480	S3017_3	4	1344	t.03.05	0	66182	58182	TRUE
60028	236	S3017_3	5	1846	t.03.05	0	66182	58182	TRUE
60282	264	S3017_3	5	2100	t.03.05	0	66182	58182	TRUE
60558	343	S3017_3	6	2376	t.03.05	0	66182	58182	TRUE
60920	247	S3017_3	7	2738	t.03.05	0	66182	58182	TRUE
61185	326	S3017_3	7	3003	t.03.05	0	66182	58182	TRUE
61533	574	S3017_3	9	3351	t.03.05	0	66182	58182	TRUE
62125	253	S3017_3	10	3943	t.03.05	0	66182	58182	TRUE
62396	375	S3017_3	10	4214	t.03.05	0	66182	58182	TRUE
62786	435	S3017_3	10	4604	t.03.05	0	66182	58182	TRUE
63284	260	S3017_3	3	5102	t.03.05	0	66182	58182	TRUE
63565	308	S3017_3	2	5383	t.03.05	0	66182	58182	TRUE
63892	234	S3017_3	2	5710	t.03.05	0	66182	58182	TRUE
64152	278	S3017_3	2	5970	t.03.05	0	66182	58182	TRUE
64450	225	S3017_3	2	6268	t.03.05	0	66182	58182	TRUE
64687	277	S3017_3	2	6505	t.03.05	0	66182	58182	TRUE
64996	189	S3017_3	4	6814	t.03.05	0	66182	58182	TRUE
65205	597	S3017_3	4	7023	t.03.05	0	66182	58182	TRUE
65827	325	S3017_3	5	7645	t.03.05	0	66182	58182	TRUE
66173	109	S3017_3	6	7991	t.03.05	0	66182	58182	TRUE
#VALUE!	83	S3017_3	.	7	.	.	.	.	FALSE
67699	209	S3017_3	2	0	t.03.06	0	75699	67699	TRUE
67924	422	S3017_3	1	225	t.03.06	0	75699	67699	TRUE
68372	361	S3017_3	4	673	t.03.06	0	75699	67699	TRUE
68752	162	S3017_3	5	1053	t.03.06	0	75699	67699	TRUE
68934	316	S3017_3	6	1235	t.03.06	0	75699	67699	TRUE
69272	333	S3017_3	7	1573	t.03.06	0	75699	67699	TRUE
