onset	duration	RECORDING_SESSION_LABEL	CURRENT_FIX_INTEREST_AREA_ID	CURRENT_FIX_START	SentenceID	SentenceRT	TRUEOffset	TRUEOnset	CURRENT_FIX_ADJUSTED
35117	33	S3017_5	5	6036	t.05.02	0	37081	29081	TRUE
35216	247	S3017_5	5	6135	t.05.02	0	37081	29081	TRUE
35481	210	S3017_5	4	6400	t.05.02	0	37081	29081	TRUE
35961	62	S3017_5	.	6880	t.05.02	0	37081	29081	TRUE
36077	230	S3017_5	6	6996	t.05.02	0	37081	29081	TRUE
36314	501	S3017_5	6	7233	t.05.02	0	37081	29081	TRUE
36820	141	S3017_5	6	7739	t.05.02	0	37081	29081	TRUE
36981	119	S3017_5	6	7900	t.05.02	0	37081	29081	TRUE
37119	52	S3017_5	7	8038	t.05.02	0	37081	29081	TRUE
#VALUE!	54	S3017_5	.	7	.	.	.	.	FALSE
38603	206	S3017_5	3	6	t.05.03	0	46597	38597	TRUE
38830	97	S3017_5	2	233	t.05.03	0	46597	38597	TRUE
38947	168	S3017_5	2	350	t.05.03	0	46597	38597	TRUE
39247	54	S3017_5	2	650	t.05.03	0	46597	38597	TRUE
39358	21	S3017_5	2	761	t.05.03	0	46597	38597	TRUE
39400	254	S3017_5	4	803	t.05.03	0	46597	38597	TRUE
39678	418	S3017_5	6	1081	t.05.03	0	46597	38597	TRUE
40117	315	S3017_5	6	1520	t.05.03	0	46597	38597	TRUE
40452	344	S3017_5	7	1855	t.05.03	0	46597	38597	TRUE
40817	24	S3017_5	9	2220	t.05.03	0	46597	38597	TRUE
40943	249	S3017_5	9	2346	t.05.03	0	46597	38597	TRUE
41217	303	S3017_5	10	2620	t.05.03	0	46597	38597	TRUE
41537	531	S3017_5	12	2940	t.05.03	0	46597	38597	TRUE
42089	568	S3017_5	.	3492	t.05.03	0	46597	38597	TRUE
42724	364	S3017_5	3	4127	t.05.03	0	46597	38597	TRUE
43114	346	S3017_5	6	4517	t.05.03	0	46597	38597	TRUE
43481	266	S3017_5	7	4884	t.05.03	0	46597	38597	TRUE
43769	356	S3017_5	8	5172	t.05.03	0	46597	38597	TRUE
44148	284	S3017_5	9	5551	t.05.03	0	46597	38597	TRUE
44454	55	S3017_5	10	5857	t.05.03	0	46597	38597	TRUE
44870	197	S3017_5	9	6273	t.05.03	0	46597	38597	TRUE
45078	272	S3017_5	9	6481	t.05.03	0	46597	38597	TRUE
45376	387	S3017_5	12	6779	t.05.03	0	46597	38597	TRUE
45786	265	S3017_5	10	7189	t.05.03	0	46597	38597	TRUE
46075	275	S3017_5	12	7478	t.05.03	0	46597	38597	TRUE
46438	230	S3017_5	12	7841	t.05.03	0	46597	38597	TRUE
48191	129	S3017_5	4	61	t.05.04	0	56130	48130	TRUE
48362	23	S3017_5	1	232	t.05.04	0	56130	48130	TRUE
48639	31	S3017_5	1	509	t.05.04	0	56130	48130	TRUE
48741	74	S3017_5	1	611	t.05.04	0	56130	48130	TRUE
48837	36	S3017_5	1	707	t.05.04	0	56130	48130	TRUE
48981	119	S3017_5	3	851	t.05.04	0	56130	48130	TRUE
49122	234	S3017_5	1	992	t.05.04	0	56130	48130	TRUE
49378	33	S3017_5	3	1248	t.05.04	0	56130	48130	TRUE
49719	395	S3017_5	4	1589	t.05.04	0	56130	48130	TRUE
50138	390	S3017_5	5	2008	t.05.04	0	56130	48130	TRUE
50549	361	S3017_5	7	2419	t.05.04	0	56130	48130	TRUE
50926	299	S3017_5	8	2796	t.05.04	0	56130	48130	TRUE
51245	300	S3017_5	9	3115	t.05.04	0	56130	48130	TRUE
51606	21	S3017_5	9	3476	t.05.04	0	56130	48130	TRUE
51764	271	S3017_5	11	3634	t.05.04	0	56130	48130	TRUE
52057	376	S3017_5	13	3927	t.05.04	0	56130	48130	TRUE
52449	333	S3017_5	13	4319	t.05.04	0	56130	48130	TRUE
52797	281	S3017_5	13	4667	t.05.04	0	56130	48130	TRUE
53101	612	S3017_5	.	4971	t.05.04	0	56130	48130	TRUE
54311	197	S3017_5	13	6181	t.05.04	0	56130	48130	TRUE
54538	256	S3017_5	9	6408	t.05.04	0	56130	48130	TRUE
54811	331	S3017_5	8	6681	t.05.04	0	56130	48130	TRUE
55161	173	S3017_5	9	7031	t.05.04	0	56130	48130	TRUE
55374	359	S3017_5	5	7244	t.05.04	0	56130	48130	TRUE
55757	157	S3017_5	4	7627	t.05.04	0	56130	48130	TRUE
#VALUE!	79	S3017_5	.	7	.	.	.	.	FALSE
58130	40	S3017_5	1	0	t.05.05	0	66130	58130	TRUE
58188	175	S3017_5	2	58	t.05.05	0	66130	58130	TRUE
58372	267	S3017_5	2	242	t.05.05	0	66130	58130	TRUE
58647	289	S3017_5	1	517	t.05.05	0	66130	58130	TRUE
58954	333	S3017_5	2	824	t.05.05	0	66130	58130	TRUE
59306	297	S3017_5	3	1176	t.05.05	0	66130	58130	TRUE
59623	391	S3017_5	5	1493	t.05.05	0	66130	58130	TRUE
60040	319	S3017_5	7	1910	t.05.05	0	66130	58130	TRUE
60378	547	S3017_5	8	2248	t.05.05	0	66130	58130	TRUE
60946	557	S3017_5	9	2816	t.05.05	0	66130	58130	TRUE
61524	186	S3017_5	10	3394	t.05.05	0	66130	58130	TRUE
61728	288	S3017_5	9	3598	t.05.05	0	66130	58130	TRUE
62030	221	S3017_5	9	3900	t.05.05	0	66130	58130	TRUE
62282	330	S3017_5	11	4152	t.05.05	0	66130	58130	TRUE
62635	252	S3017_5	13	4505	t.05.05	0	66130	58130	TRUE
62907	278	S3017_5	.	4777	t.05.05	0	66130	58130	TRUE
63196	132	S3017_5	.	5066	t.05.05	0	66130	58130	TRUE
63908	200	S3017_5	3	5778	t.05.05	0	66130	58130	TRUE
64135	130	S3017_5	2	6005	t.05.05	0	66130	58130	TRUE
64683	29	S3017_5	2	6553	t.05.05	0	66130	58130	TRUE
64751	60	S3017_5	2	6621	t.05.05	0	66130	58130	TRUE
64835	400	S3017_5	3	6705	t.05.05	0	66130	58130	TRUE
65260	350	S3017_5	6	7130	t.05.05	0	66130	58130	TRUE
65630	544	S3017_5	7	7500	t.05.05	0	66130	58130	TRUE
66182	39	S3017_5	8	8052	t.05.05	0	66130	58130	TRUE
#VALUE!	79	S3017_5	.	7	.	.	.	.	FALSE
68147	210	S3017_5	2	0	t.05.06	0	76147	68147	TRUE
68372	318	S3017_5	2	225	t.05.06	0	76147	68147	TRUE
68731	39	S3017_5	2	584	t.05.06	0	76147	68147	TRUE
68787	262	S3017_5	2	640	t.05.06	0	76147	68147	TRUE
69073	380	S3017_5	4	926	t.05.06	0	76147	68147	TRUE
69475	166	S3017_5	5	1328	t.05.06	0	76147	68147	TRUE
69667	416	S3017_5	2	1520	t.05.06	0	76147	68147	TRUE
70106	272	S3017_5	5	1959	t.05.06	0	76147	68147	TRUE
70401	330	S3017_5	6	2254	t.05.06	0	76147	68147	TRUE
70751	227	S3017_5	7	2604	t.05.06	0	76147	68147	TRUE
70996	390	S3017_5	8	2849	t.05.06	0	76147	68147	TRUE
71406	271	S3017_5	9	3259	t.05.06	0	76147	68147	TRUE
71698	355	S3017_5	10	3551	t.05.06	0	76147	68147	TRUE
72099	342	S3017_5	12	3952	t.05.06	0	76147	68147	TRUE
72561	203	S3017_5	12	4414	t.05.06	0	76147	68147	TRUE
72789	24	S3017_5	12	4642	t.05.06	0	76147	68147	TRUE
73090	331	S3017_5	13	4943	t.05.06	0	76147	68147	TRUE
73728	182	S3017_5	.	5581	t.05.06	0	76147	68147	TRUE
73927	82	S3017_5	.	5780	t.05.06	0	76147	68147	TRUE
74053	239	S3017_5	10	5906	t.05.06	0	76147	68147	TRUE
74307	189	S3017_5	8	6160	t.05.06	0	76147	68147	TRUE
74522	107	S3017_5	11	6375	t.05.06	0	76147	68147	TRUE
74654	268	S3017_5	8	6507	t.05.06	0	76147	68147	TRUE
74952	247	S3017_5	5	6805	t.05.06	0	76147	68147	TRUE
75221	341	S3017_5	3	7074	t.05.06	0	76147	68147	TRUE
75586	162	S3017_5	5	7439	t.05.06	0	76147	68147	TRUE
75772	319	S3017_5	6	7625	t.05.06	0	76147	68147	TRUE
76115	120	S3017_5	8	7968	t.05.06	0	76147	68147	TRUE
#VALUE!	80	S3017_5	.	7	.	.	.	.	FALSE
77696	260	S3017_5	2	0	t.05.07	0	85696	77696	TRUE
77972	196	S3017_5	1	276	t.05.07	0	85696	77696	TRUE
78189	112	S3017_5	3	493	t.05.07	0	85696	77696	TRUE
78321	304	S3017_5	1	625	t.05.07	0	85696	77696	TRUE
78656	91	S3017_5	5	960	t.05.07	0	85696	77696	TRUE
78775	63	S3017_5	2	1079	t.05.07	0	85696	77696	TRUE
78994	290	S3017_5	2	1298	t.05.07	0	85696	77696	TRUE
79306	273	S3017_5	4	1610	t.05.07	0	85696	77696	TRUE
79600	300	S3017_5	2	1904	t.05.07	0	85696	77696	TRUE
79911	208	S3017_5	2	2215	t.05.07	0	85696	77696	TRUE
80197	337	S3017_5	5	2501	t.05.07	0	85696	77696	TRUE
80561	372	S3017_5	7	2865	t.05.07	0	85696	77696	TRUE
80952	217	S3017_5	7	3256	t.05.07	0	85696	77696	TRUE
81190	161	S3017_5	9	3494	t.05.07	0	85696	77696	TRUE
81370	248	S3017_5	7	3674	t.05.07	0	85696	77696	TRUE
81649	287	S3017_5	10	3953	t.05.07	0	85696	77696	TRUE
81958	207	S3017_5	12	4262	t.05.07	0	85696	77696	TRUE
82208	307	S3017_5	12	4512	t.05.07	0	85696	77696	TRUE
82533	51	S3017_5	.	4837	t.05.07	0	85696	77696	TRUE
83658	115	S3017_5	6	5962	t.05.07	0	85696	77696	TRUE
83791	372	S3017_5	7	6095	t.05.07	0	85696	77696	TRUE
84181	142	S3017_5	7	6485	t.05.07	0	85696	77696	TRUE
84361	156	S3017_5	4	6665	t.05.07	0	85696	77696	TRUE
84703	42	S3017_5	12	7007	t.05.07	0	85696	77696	TRUE
84765	98	S3017_5	12	7069	t.05.07	0	85696	77696	TRUE
84920	496	S3017_5	12	7224	t.05.07	0	85696	77696	TRUE
85470	317	S3017_5	7	7774	t.05.07	0	85696	77696	TRUE
#VALUE!	83	S3017_5	.	7	.	.	.	.	FALSE
87213	461	S3017_5	1	0	t.05.08	0	95213	87213	TRUE
87690	109	S3017_5	1	477	t.05.08	0	95213	87213	TRUE
87895	39	S3017_5	1	682	t.05.08	0	95213	87213	TRUE
87953	190	S3017_5	2	740	t.05.08	0	95213	87213	TRUE
88166	258	S3017_5	4	953	t.05.08	0	95213	87213	TRUE
88444	95	S3017_5	5	1231	t.05.08	0	95213	87213	TRUE
88561	260	S3017_5	3	1348	t.05.08	0	95213	87213	TRUE
88846	410	S3017_5	5	1633	t.05.08	0	95213	87213	TRUE
89277	155	S3017_5	6	2064	t.05.08	0	95213	87213	TRUE
89493	257	S3017_5	6	2280	t.05.08	0	95213	87213	TRUE
90135	41	S3017_5	6	2922	t.05.08	0	95213	87213	TRUE
92650	279	S3017_5	9	5437	t.05.08	0	95213	87213	TRUE
92939	488	S3017_5	9	5726	t.05.08	0	95213	87213	TRUE
93448	75	S3017_5	9	6235	t.05.08	0	95213	87213	TRUE
93556	316	S3017_5	9	6343	t.05.08	0	95213	87213	TRUE
93933	229	S3017_5	3	6720	t.05.08	0	95213	87213	TRUE
94196	653	S3017_5	1	6983	t.05.08	0	95213	87213	TRUE
94864	288	S3017_5	1	7651	t.05.08	0	95213	87213	TRUE
97710	92	S3017_5	.	464	t.05.09	0	105246	97246	FALSE
97835	125	S3017_5	2	589	t.05.09	0	105246	97246	FALSE
97985	270	S3017_5	4	739	t.05.09	0	105246	97246	FALSE
98276	137	S3017_5	4	1030	t.05.09	0	105246	97246	FALSE
98556	81	S3017_5	4	1310	t.05.09	0	105246	97246	FALSE
98691	57	S3017_5	6	1445	t.05.09	0	105246	97246	FALSE
98826	241	S3017_5	6	1580	t.05.09	0	105246	97246	FALSE
99087	43	S3017_5	6	1841	t.05.09	0	105246	97246	FALSE
99150	61	S3017_5	6	1904	t.05.09	0	105246	97246	FALSE
99272	44	S3017_5	6	2026	t.05.09	0	105246	97246	FALSE
99338	140	S3017_5	6	2092	t.05.09	0	105246	97246	FALSE
99498	56	S3017_5	6	2252	t.05.09	0	105246	97246	FALSE
99575	75	S3017_5	6	2329	t.05.09	0	105246	97246	FALSE
99813	161	S3017_5	7	2567	t.05.09	0	105246	97246	FALSE
100091	163	S3017_5	7	2845	t.05.09	0	105246	97246	FALSE
100368	27	S3017_5	7	3122	t.05.09	0	105246	97246	FALSE
100725	26	S3017_5	7	3479	t.05.09	0	105246	97246	FALSE
101313	109	S3017_5	7	4067	t.05.09	0	105246	97246	FALSE
101884	242	S3017_5	8	4638	t.05.09	0	105246	97246	FALSE
102158	42	S3017_5	8	4912	t.05.09	0	105246	97246	FALSE
102225	702	S3017_5	8	4979	t.05.09	0	105246	97246	FALSE
102972	34	S3017_5	8	5726	t.05.09	0	105246	97246	FALSE
103139	99	S3017_5	2	5893	t.05.09	0	105246	97246	FALSE
103264	31	S3017_5	2	6018	t.05.09	0	105246	97246	FALSE
103327	205	S3017_5	2	6081	t.05.09	0	105246	97246	FALSE
103711	34	S3017_5	1	6465	t.05.09	0	105246	97246	FALSE
103787	55	S3017_5	1	6541	t.05.09	0	105246	97246	FALSE
103967	201	S3017_5	2	6721	t.05.09	0	105246	97246	FALSE
104191	94	S3017_5	4	6945	t.05.09	0	105246	97246	FALSE
104538	173	S3017_5	4	7292	t.05.09	0	105246	97246	FALSE
104735	57	S3017_5	1	7489	t.05.09	0	105246	97246	FALSE
105149	79	S3017_5	2	7903	t.05.09	0	105246	97246	FALSE
#VALUE!	84	S3017_5	.	7	.	.	.	.	FALSE
107279	85	S3017_5	1	0	t.05.10	0	115279	107279	TRUE
107384	56	S3017_5	.	105	t.05.10	0	115279	107279	TRUE
107508	51	S3017_5	1	229	t.05.10	0	115279	107279	TRUE
107640	48	S3017_5	1	361	t.05.10	0	115279	107279	TRUE
107727	36	S3017_5	1	448	t.05.10	0	115279	107279	TRUE
107892	83	S3017_5	2	613	t.05.10	0	115279	107279	TRUE
108052	219	S3017_5	1	773	t.05.10	0	115279	107279	TRUE
108319	143	S3017_5	2	1040	t.05.10	0	115279	107279	TRUE
108701	277	S3017_5	4	1422	t.05.10	0	115279	107279	TRUE
109000	320	S3017_5	3	1721	t.05.10	0	115279	107279	TRUE
109342	333	S3017_5	5	2063	t.05.10	0	115279	107279	TRUE
109735	332	S3017_5	6	2456	t.05.10	0	115279	107279	TRUE
110088	202	S3017_5	7	2809	t.05.10	0	115279	107279	TRUE
110309	345	S3017_5	8	3030	t.05.10	0	115279	107279	TRUE
110664	178	S3017_5	7	3385	t.05.10	0	115279	107279	TRUE
110864	397	S3017_5	9	3585	t.05.10	0	115279	107279	TRUE
111287	356	S3017_5	12	4008	t.05.10	0	115279	107279	TRUE
111668	317	S3017_5	12	4389	t.05.10	0	115279	107279	TRUE
112059	30	S3017_5	12	4780	t.05.10	0	115279	107279	TRUE
112497	274	S3017_5	12	5218	t.05.10	0	115279	107279	TRUE
113031	528	S3017_5	12	5752	t.05.10	0	115279	107279	TRUE
113569	319	S3017_5	12	6290	t.05.10	0	115279	107279	TRUE
113907	337	S3017_5	12	6628	t.05.10	0	115279	107279	TRUE
114253	272	S3017_5	12	6974	t.05.10	0	115279	107279	TRUE
114927	134	S3017_5	7	7648	t.05.10	0	115279	107279	TRUE
115121	166	S3017_5	7	7842	t.05.10	0	115279	107279	TRUE
#VALUE!	79	S3017_5	.	7	.	.	.	.	FALSE
116812	328	S3017_5	2	0	t.05.11	0	124812	116812	TRUE
117160	200	S3017_5	1	348	t.05.11	0	124812	116812	TRUE
117375	136	S3017_5	2	563	t.05.11	0	124812	116812	TRUE
117530	187	S3017_5	1	718	t.05.11	0	124812	116812	TRUE
117741	222	S3017_5	2	929	t.05.11	0	124812	116812	TRUE
117984	267	S3017_5	3	1172	t.05.11	0	124812	116812	TRUE
118275	321	S3017_5	6	1463	t.05.11	0	124812	116812	TRUE
118620	386	S3017_5	7	1808	t.05.11	0	124812	116812	TRUE
119029	240	S3017_5	8	2217	t.05.11	0	124812	116812	TRUE
119290	544	S3017_5	9	2478	t.05.11	0	124812	116812	TRUE
119861	699	S3017_5	12	3049	t.05.11	0	124812	116812	TRUE
120581	128	S3017_5	9	3769	t.05.11	0	124812	116812	TRUE
120776	281	S3017_5	12	3964	t.05.11	0	124812	116812	TRUE
121160	185	S3017_5	.	4348	t.05.11	0	124812	116812	TRUE
121508	266	S3017_5	12	4696	t.05.11	0	124812	116812	TRUE
122303	177	S3017_5	.	5491	t.05.11	0	124812	116812	TRUE
122540	323	S3017_5	.	5728	t.05.11	0	124812	116812	TRUE
122885	253	S3017_5	12	6073	t.05.11	0	124812	116812	TRUE
123165	451	S3017_5	10	6353	t.05.11	0	124812	116812	TRUE
123633	101	S3017_5	9	6821	t.05.11	0	124812	116812	TRUE
123758	233	S3017_5	12	6946	t.05.11	0	124812	116812	TRUE
124032	228	S3017_5	7	7220	t.05.11	0	124812	116812	TRUE
124284	227	S3017_5	8	7472	t.05.11	0	124812	116812	TRUE
124536	103	S3017_5	9	7724	t.05.11	0	124812	116812	TRUE
#VALUE!	79	S3017_5	.	7	.	.	.	.	FALSE
126312	264	S3017_5	2	0	t.05.12	0	134312	126312	TRUE
126582	264	S3017_5	2	270	t.05.12	0	134312	126312	TRUE
126870	155	S3017_5	2	558	t.05.12	0	134312	126312	TRUE
127046	33	S3017_5	2	734	t.05.12	0	134312	126312	TRUE
127118	430	S3017_5	3	806	t.05.12	0	134312	126312	TRUE
127567	356	S3017_5	5	1255	t.05.12	0	134312	126312	TRUE
127949	295	S3017_5	8	1637	t.05.12	0	134312	126312	TRUE
128265	412	S3017_5	6	1953	t.05.12	0	134312	126312	TRUE
128700	388	S3017_5	8	2388	t.05.12	0	134312	126312	TRUE
129110	279	S3017_5	.	2798	t.05.12	0	134312	126312	TRUE
129406	97	S3017_5	10	3094	t.05.12	0	134312	126312	TRUE
129539	134	S3017_5	5	3227	t.05.12	0	134312	126312	TRUE
129699	227	S3017_5	3	3387	t.05.12	0	134312	126312	TRUE
129947	316	S3017_5	4	3635	t.05.12	0	134312	126312	TRUE
130285	295	S3017_5	.	3973	t.05.12	0	134312	126312	TRUE
130600	78	S3017_5	4	4288	t.05.12	0	134312	126312	TRUE
130707	297	S3017_5	7	4395	t.05.12	0	134312	126312	TRUE
131027	299	S3017_5	8	4715	t.05.12	0	134312	126312	TRUE
131346	176	S3017_5	10	5034	t.05.12	0	134312	126312	TRUE
131541	308	S3017_5	10	5229	t.05.12	0	134312	126312	TRUE
131869	271	S3017_5	11	5557	t.05.12	0	134312	126312	TRUE
132164	488	S3017_5	12	5852	t.05.12	0	134312	126312	TRUE
132674	504	S3017_5	.	6362	t.05.12	0	134312	126312	TRUE
133198	94	S3017_5	12	6886	t.05.12	0	134312	126312	TRUE
133539	79	S3017_5	11	7227	t.05.12	0	134312	126312	TRUE
133639	148	S3017_5	11	7327	t.05.12	0	134312	126312	TRUE
133998	62	S3017_5	7	7686	t.05.12	0	134312	126312	TRUE
134086	204	S3017_5	9	7774	t.05.12	0	134312	126312	TRUE
134332	38	S3017_5	3	8020	t.05.12	0	134312	126312	TRUE
#VALUE!	80	S3017_5	.	7	.	.	.	.	FALSE
135829	198	S3017_5	2	0	t.05.13	0	143829	135829	TRUE
136043	195	S3017_5	1	214	t.05.13	0	143829	135829	TRUE
136254	53	S3017_5	3	425	t.05.13	0	143829	135829	TRUE
136346	35	S3017_5	3	517	t.05.13	0	143829	135829	TRUE
136432	303	S3017_5	3	603	t.05.13	0	143829	135829	TRUE
136743	514	S3017_5	3	914	t.05.13	0	143829	135829	TRUE
137275	161	S3017_5	3	1446	t.05.13	0	143829	135829	TRUE
137460	402	S3017_5	5	1631	t.05.13	0	143829	135829	TRUE
137884	309	S3017_5	6	2055	t.05.13	0	143829	135829	TRUE
138208	384	S3017_5	5	2379	t.05.13	0	143829	135829	TRUE
138613	228	S3017_5	7	2784	t.05.13	0	143829	135829	TRUE
138862	741	S3017_5	7	3033	t.05.13	0	143829	135829	TRUE
139620	375	S3017_5	7	3791	t.05.13	0	143829	135829	TRUE
140018	445	S3017_5	9	4189	t.05.13	0	143829	135829	TRUE
140670	45	S3017_5	9	4841	t.05.13	0	143829	135829	TRUE
141206	97	S3017_5	9	5377	t.05.13	0	143829	135829	TRUE
141384	432	S3017_5	9	5555	t.05.13	0	143829	135829	TRUE
142216	90	S3017_5	9	6387	t.05.13	0	143829	135829	TRUE
142325	37	S3017_5	9	6496	t.05.13	0	143829	135829	TRUE
142393	292	S3017_5	9	6564	t.05.13	0	143829	135829	TRUE
142705	310	S3017_5	.	6876	t.05.13	0	143829	135829	TRUE
143032	429	S3017_5	9	7203	t.05.13	0	143829	135829	TRUE
#VALUE!	85	S3017_5	.	7	.	.	.	.	FALSE
145362	32	S3017_5	2	0	t.05.14	0	153362	145362	TRUE
145453	26	S3017_5	2	91	t.05.14	0	153362	145362	TRUE
145498	216	S3017_5	2	136	t.05.14	0	153362	145362	TRUE
145732	196	S3017_5	2	370	t.05.14	0	153362	145362	TRUE
145954	199	S3017_5	3	592	t.05.14	0	153362	145362	TRUE
146165	222	S3017_5	3	803	t.05.14	0	153362	145362	TRUE
146517	675	S3017_5	3	1155	t.05.14	0	153362	145362	TRUE
147214	288	S3017_5	5	1852	t.05.14	0	153362	145362	TRUE
147522	284	S3017_5	6	2160	t.05.14	0	153362	145362	TRUE
147828	244	S3017_5	7	2466	t.05.14	0	153362	145362	TRUE
148081	232	S3017_5	7	2719	t.05.14	0	153362	145362	TRUE
148341	450	S3017_5	8	2979	t.05.14	0	153362	145362	TRUE
148816	259	S3017_5	10	3454	t.05.14	0	153362	145362	TRUE
149095	198	S3017_5	10	3733	t.05.14	0	153362	145362	TRUE
149662	180	S3017_5	10	4300	t.05.14	0	153362	145362	TRUE
149862	232	S3017_5	.	4500	t.05.14	0	153362	145362	TRUE
150136	390	S3017_5	8	4774	t.05.14	0	153362	145362	TRUE
150549	330	S3017_5	10	5187	t.05.14	0	153362	145362	TRUE
151146	92	S3017_5	.	5784	t.05.14	0	153362	145362	TRUE
151369	52	S3017_5	.	6007	t.05.14	0	153362	145362	TRUE
151522	114	S3017_5	.	6160	t.05.14	0	153362	145362	TRUE
152196	44	S3017_5	.	6834	t.05.14	0	153362	145362	TRUE
152257	411	S3017_5	.	6895	t.05.14	0	153362	145362	TRUE
153050	28	S3017_5	6	7688	t.05.14	0	153362	145362	TRUE
153113	190	S3017_5	6	7751	t.05.14	0	153362	145362	TRUE
#VALUE!	78	S3017_5	.	7	.	.	.	.	FALSE
154895	5	S3017_5	1	0	t.05.15	0	162895	154895	TRUE
154909	585	S3017_5	1	14	t.05.15	0	162895	154895	TRUE
155518	301	S3017_5	2	623	t.05.15	0	162895	154895	TRUE
155839	300	S3017_5	3	944	t.05.15	0	162895	154895	TRUE
156162	246	S3017_5	4	1267	t.05.15	0	162895	154895	TRUE
156432	263	S3017_5	6	1537	t.05.15	0	162895	154895	TRUE
156711	691	S3017_5	6	1816	t.05.15	0	162895	154895	TRUE
157420	279	S3017_5	6	2525	t.05.15	0	162895	154895	TRUE
157705	306	S3017_5	6	2810	t.05.15	0	162895	154895	TRUE
158035	186	S3017_5	5	3140	t.05.15	0	162895	154895	TRUE
158248	336	S3017_5	3	3353	t.05.15	0	162895	154895	TRUE
158608	196	S3017_5	1	3713	t.05.15	0	162895	154895	TRUE
158824	286	S3017_5	1	3929	t.05.15	0	162895	154895	TRUE
159128	339	S3017_5	1	4233	t.05.15	0	162895	154895	TRUE
159489	266	S3017_5	1	4594	t.05.15	0	162895	154895	TRUE
159771	162	S3017_5	1	4876	t.05.15	0	162895	154895	TRUE
159960	407	S3017_5	4	5065	t.05.15	0	162895	154895	TRUE
160850	260	S3017_5	7	5955	t.05.15	0	162895	154895	TRUE
161209	37	S3017_5	8	6314	t.05.15	0	162895	154895	TRUE
161461	61	S3017_5	8	6566	t.05.15	0	162895	154895	TRUE
161544	69	S3017_5	8	6649	t.05.15	0	162895	154895	TRUE
161969	40	S3017_5	6	7074	t.05.15	0	162895	154895	TRUE
162279	308	S3017_5	6	7384	t.05.15	0	162895	154895	TRUE
162601	186	S3017_5	6	7706	t.05.15	0	162895	154895	TRUE
