onset	duration	RECORDING_SESSION_LABEL	CURRENT_FIX_ADJUSTED	CURRENT_FIX_INTEREST_AREA_ID	CURRENT_FIX_START	SentenceID	SentenceRT	TRUEOffset	TRUEOnset
#VALUE!	90	S2006_4	FALSE	.	7	.	.	.	.
9389	187	S2006_4	FALSE	.	0	t.02.01	3523	12912	9389
9606	75	S2006_4	FALSE	3	217	t.02.01	3523	12912	9389
9697	274	S2006_4	FALSE	2	308	t.02.01	3523	12912	9389
9985	146	S2006_4	FALSE	3	596	t.02.01	3523	12912	9389
10154	206	S2006_4	FALSE	1	765	t.02.01	3523	12912	9389
10383	178	S2006_4	FALSE	3	994	t.02.01	3523	12912	9389
10580	156	S2006_4	FALSE	3	1191	t.02.01	3523	12912	9389
10755	223	S2006_4	FALSE	5	1366	t.02.01	3523	12912	9389
10997	186	S2006_4	FALSE	5	1608	t.02.01	3523	12912	9389
11203	197	S2006_4	FALSE	6	1814	t.02.01	3523	12912	9389
11417	171	S2006_4	FALSE	8	2028	t.02.01	3523	12912	9389
11605	331	S2006_4	FALSE	9	2216	t.02.01	3523	12912	9389
11955	142	S2006_4	FALSE	10	2566	t.02.01	3523	12912	9389
12112	189	S2006_4	FALSE	10	2723	t.02.01	3523	12912	9389
12317	271	S2006_4	FALSE	.	2928	t.02.01	3523	12912	9389
12600	427	S2006_4	FALSE	10	3211	t.02.01	3523	12912	9389
#VALUE!	88	S2006_4	FALSE	.	7	.	.	.	.
14272	389	S2006_4	FALSE	1	0	t.02.02	2680	16952	14272
14681	162	S2006_4	FALSE	2	409	t.02.02	2680	16952	14272
14857	306	S2006_4	FALSE	1	585	t.02.02	2680	16952	14272
15187	230	S2006_4	FALSE	3	915	t.02.02	2680	16952	14272
15439	266	S2006_4	FALSE	5	1167	t.02.02	2680	16952	14272
15721	125	S2006_4	FALSE	6	1449	t.02.02	2680	16952	14272
15862	184	S2006_4	FALSE	7	1590	t.02.02	2680	16952	14272
16065	192	S2006_4	FALSE	8	1793	t.02.02	2680	16952	14272
16274	272	S2006_4	FALSE	10	2002	t.02.02	2680	16952	14272
16563	141	S2006_4	FALSE	10	2291	t.02.02	2680	16952	14272
16717	204	S2006_4	FALSE	.	2445	t.02.02	2680	16952	14272
16994	47	S2006_4	FALSE	1	2722	t.02.02	2680	16952	14272
#VALUE!	83	S2006_4	FALSE	.	7	.	.	.	.
18305	309	S2006_4	FALSE	2	0	t.02.03	3119	21424	18305
18633	225	S2006_4	FALSE	2	328	t.02.03	3119	21424	18305
18873	122	S2006_4	FALSE	3	568	t.02.03	3119	21424	18305
19012	164	S2006_4	FALSE	4	707	t.02.03	3119	21424	18305
19194	198	S2006_4	FALSE	5	889	t.02.03	3119	21424	18305
19410	137	S2006_4	FALSE	6	1105	t.02.03	3119	21424	18305
19565	166	S2006_4	FALSE	7	1260	t.02.03	3119	21424	18305
19748	191	S2006_4	FALSE	7	1443	t.02.03	3119	21424	18305
19957	263	S2006_4	FALSE	9	1652	t.02.03	3119	21424	18305
20242	178	S2006_4	FALSE	7	1937	t.02.03	3119	21424	18305
20435	221	S2006_4	FALSE	8	2130	t.02.03	3119	21424	18305
20677	351	S2006_4	FALSE	10	2372	t.02.03	3119	21424	18305
21051	162	S2006_4	FALSE	.	2746	t.02.03	3119	21424	18305
21468	51	S2006_4	FALSE	7	3163	t.02.03	3119	21424	18305
#VALUE!	83	S2006_4	FALSE	.	7	.	.	.	.
22771	209	S2006_4	FALSE	2	0	t.02.04	2125	24896	22771
22986	129	S2006_4	FALSE	2	215	t.02.04	2125	24896	22771
23138	211	S2006_4	FALSE	2	367	t.02.04	2125	24896	22771
23363	127	S2006_4	FALSE	4	592	t.02.04	2125	24896	22771
23508	167	S2006_4	FALSE	5	737	t.02.04	2125	24896	22771
23691	157	S2006_4	FALSE	7	920	t.02.04	2125	24896	22771
23867	213	S2006_4	FALSE	8	1096	t.02.04	2125	24896	22771
24098	171	S2006_4	FALSE	9	1327	t.02.04	2125	24896	22771
24285	266	S2006_4	FALSE	10	1514	t.02.04	2125	24896	22771
24569	297	S2006_4	FALSE	.	1798	t.02.04	2125	24896	22771
24924	70	S2006_4	FALSE	6	2153	t.02.04	2125	24896	22771
#VALUE!	84	S2006_4	FALSE	.	7	.	.	.	.
26254	187	S2006_4	FALSE	.	0	t.02.05	3817	30072	26254
26494	85	S2006_4	FALSE	3	240	t.02.05	3817	30072	26254
