onset	duration	RECORDING_SESSION_LABEL	CURRENT_SAC_ADJUSTED	CURRENT_SAC_AMPLITUDE	CURRENT_SAC_AVG_VELOCITY	CURRENT_SAC_DIRECTION	CURRENT_SAC_END_INTEREST_AREA_ID	CURRENT_SAC_START_INTEREST_AREA_ID	CURRENT_SAC_START_TIME	SentenceID	SentenceRT	TRUEOffset	TRUEOnset
132991	23	S3013_5	FALSE	1.68	72.86	RIGHT	8	7	1624	t.05.25	1964	133331	131367
133243	21	S3013_5	FALSE	1.29	61.65	RIGHT	8	8	1876	t.05.25	1964	133331	131367
133406	18	S3013_5	FALSE	1.97	109.65	LEFT	7	8	2039	t.05.25	1964	133331	131367
135211	25	S3013_5	TRUE	2.64	105.49	RIGHT	2	1	444	t.05.26	4727	139494	134767
135593	7	S3013_5	TRUE	0.27	39.26	.	2	2	826	t.05.26	4727	139494	134767
135760	23	S3013_5	TRUE	1.91	82.84	LEFT	1	2	993	t.05.26	4727	139494	134767
135950	49	S3013_5	TRUE	4.41	89.93	RIGHT	3	1	1183	t.05.26	4727	139494	134767
137062	20	S3013_5	TRUE	1.04	52.1	RIGHT	4	3	2295	t.05.26	4727	139494	134767
137324	15	S3013_5	TRUE	0.78	52.23	LEFT	3	3	2557	t.05.26	4727	139494	134767
137642	29	S3013_5	TRUE	2.97	102.49	RIGHT	5	3	2875	t.05.26	4727	139494	134767
138232	26	S3013_5	TRUE	1.96	75.47	RIGHT	5	4	3465	t.05.26	4727	139494	134767
138801	23	S3013_5	TRUE	1.59	68.93	RIGHT	6	5	4034	t.05.26	4727	139494	134767
139125	36	S3013_5	TRUE	3.23	89.72	LEFT	4	6	4358	t.05.26	4727	139494	134767
139367	44	S3013_5	TRUE	3.82	86.74	RIGHT	6	4	4600	t.05.26	4727	139494	134767
141142	58	S3013_5	TRUE	6.24	107.61	LEFT	2	7	242	t.05.27	4968	145868	140900
141952	17	S3013_5	TRUE	1.22	71.93	LEFT	1	2	1052	t.05.27	4968	145868	140900
142536	21	S3013_5	TRUE	1.5	71.2	RIGHT	2	1	1636	t.05.27	4968	145868	140900
142583	12	S3013_5	TRUE	0.37	31.04	.	2	2	1683	t.05.27	4968	145868	140900
142889	9	S3013_5	TRUE	0.44	48.48	.	2	2	1989	t.05.27	4968	145868	140900
143222	33	S3013_5	TRUE	0.91	27.67	RIGHT	2	2	2322	t.05.27	4968	145868	140900
143561	12	S3013_5	TRUE	0.84	70.27	LEFT	2	2	2661	t.05.27	4968	145868	140900
143832	28	S3013_5	TRUE	2.56	91.44	RIGHT	4	2	2932	t.05.27	4968	145868	140900
144142	25	S3013_5	TRUE	1.4	56.15	RIGHT	5	3	3242	t.05.27	4968	145868	140900
144510	25	S3013_5	TRUE	2.36	94.59	RIGHT	6	5	3610	t.05.27	4968	145868	140900
145016	21	S3013_5	TRUE	1.8	85.63	RIGHT	7	6	4116	t.05.27	4968	145868	140900
145371	25	S3013_5	TRUE	2.46	98.48	RIGHT	9	7	4471	t.05.27	4968	145868	140900
145674	23	S3013_5	TRUE	1.25	54.21	RIGHT	9	9	4774	t.05.27	4968	145868	140900
145785	38	S3013_5	TRUE	1.81	47.58	RIGHT	10	9	4885	t.05.27	4968	145868	140900
#VALUE!	5	S3013_5	FALSE	0.2	40.96	.	.	.	70	.	.	.	.
147389	6	S3013_5	TRUE	0.33	54.72	.	2	2	89	t.05.28	5695	152995	147300
147503	16	S3013_5	TRUE	0.88	54.85	LEFT	2	2	203	t.05.28	5695	152995	147300
147845	36	S3013_5	TRUE	2.42	67.35	RIGHT	3	2	545	t.05.28	5695	152995	147300
148190	30	S3013_5	TRUE	3.67	122.27	RIGHT	5	3	890	t.05.28	5695	152995	147300
148638	26	S3013_5	TRUE	3.6	138.51	RIGHT	8	5	1338	t.05.28	5695	152995	147300
148922	23	S3013_5	TRUE	1.93	83.95	RIGHT	8	7	1622	t.05.28	5695	152995	147300
149140	32	S3013_5	TRUE	2.38	74.25	RIGHT	9	8	1840	t.05.28	5695	152995	147300
149414	24	S3013_5	TRUE	3.21	133.59	LEFT	8	9	2114	t.05.28	5695	152995	147300
149654	25	S3013_5	TRUE	2.63	105.05	LEFT	5	8	2354	t.05.28	5695	152995	147300
149895	32	S3013_5	TRUE	3.05	95.41	LEFT	3	5	2595	t.05.28	5695	152995	147300
150225	21	S3013_5	TRUE	1.71	81.23	LEFT	3	3	2925	t.05.28	5695	152995	147300
150337	39	S3013_5	TRUE	1.65	42.39	LEFT	2	3	3037	t.05.28	5695	152995	147300
150822	51	S3013_5	TRUE	3.74	73.31	RIGHT	4	2	3522	t.05.28	5695	152995	147300
151140	26	S3013_5	TRUE	1.53	58.9	RIGHT	5	4	3840	t.05.28	5695	152995	147300
151493	20	S3013_5	TRUE	1.55	77.71	RIGHT	5	5	4193	t.05.28	5695	152995	147300
151660	42	S3013_5	TRUE	2.56	61	RIGHT	8	5	4360	t.05.28	5695	152995	147300
151933	11	S3013_5	TRUE	0.57	51.72	LEFT	7	8	4633	t.05.28	5695	152995	147300
152097	24	S3013_5	TRUE	1.8	75	LEFT	5	7	4797	t.05.28	5695	152995	147300
152491	26	S3013_5	TRUE	2.01	77.34	RIGHT	.	5	5191	t.05.28	5695	152995	147300
152725	25	S3013_5	TRUE	2.17	86.89	RIGHT	8	7	5425	t.05.28	5695	152995	147300
152956	43	S3013_5	TRUE	2.2	51.25	RIGHT	9	8	5656	t.05.28	5695	152995	147300
154860	25	S3013_5	TRUE	2.57	102.76	RIGHT	4	3	427	t.05.29	1980	156413	154433
155067	29	S3013_5	TRUE	2.75	94.79	RIGHT	6	4	634	t.05.29	1980	156413	154433
155368	25	S3013_5	TRUE	2.17	86.67	RIGHT	7	6	935	t.05.29	1980	156413	154433
155589	25	S3013_5	TRUE	1.8	72.07	RIGHT	9	7	1156	t.05.29	1980	156413	154433
155833	21	S3013_5	TRUE	1.43	67.86	RIGHT	9	9	1400	t.05.29	1980	156413	154433
156116	20	S3013_5	TRUE	1.29	64.6	RIGHT	9	9	1683	t.05.29	1980	156413	154433
156338	25	S3013_5	TRUE	2.43	97.29	LEFT	8	9	1905	t.05.29	1980	156413	154433
158126	24	S3013_5	TRUE	2.16	90.14	RIGHT	2	1	276	t.05.30	2949	160799	157850
158478	32	S3013_5	TRUE	3.43	107.3	RIGHT	4	2	628	t.05.30	2949	160799	157850
159002	22	S3013_5	TRUE	2.02	91.76	RIGHT	5	3	1152	t.05.30	2949	160799	157850
159270	24	S3013_5	TRUE	2.1	87.65	RIGHT	5	5	1420	t.05.30	2949	160799	157850
159599	25	S3013_5	TRUE	1.96	78.3	RIGHT	6	5	1749	t.05.30	2949	160799	157850
160120	36	S3013_5	TRUE	2.5	69.39	LEFT	5	6	2270	t.05.30	2949	160799	157850
160566	19	S3013_5	TRUE	1.38	72.6	LEFT	5	5	2716	t.05.30	2949	160799	157850
160675	48	S3013_5	TRUE	3.87	80.6	RIGHT	6	5	2825	t.05.30	2949	160799	157850
182905	62	S3013_5	FALSE	8	129.02	LEFT	.	.	156	.	.	191037	182749
183101	34	S3013_5	FALSE	3.35	98.39	LEFT	.	.	352	.	.	191037	182749
183232	76	S3013_5	FALSE	0.85	11.15	DOWN	2	.	483	.	.	191037	182749
183395	21	S3013_5	FALSE	0.04	1.96	.	2	2	646	.	.	191037	182749
183448	302	S3013_5	FALSE	3.53	11.68	RIGHT	6	2	699	.	.	191037	182749
183983	24	S3013_5	FALSE	2.15	89.77	RIGHT	7	6	1234	.	.	191037	182749
184190	28	S3013_5	FALSE	3.09	110.32	RIGHT	8	6	1441	.	.	191037	182749
184453	10	S3013_5	FALSE	0.58	57.87	LEFT	7	8	1704	.	.	191037	182749
184638	27	S3013_5	FALSE	3.01	111.61	RIGHT	10	7	1889	.	.	191037	182749
184902	22	S3013_5	FALSE	1.68	76.47	RIGHT	11	10	2153	.	.	191037	182749
185099	21	S3013_5	FALSE	1.49	70.98	RIGHT	11	11	2350	.	.	191037	182749
185202	60	S3013_5	FALSE	9.5	158.33	LEFT	16	11	2453	.	.	191037	182749
185400	6	S3013_5	FALSE	0.52	87.46	DOWN	21	15	2651	.	.	191037	182749
185430	23	S3013_5	FALSE	1.32	57.4	UP	15	21	2681	.	.	191037	182749
185666	29	S3013_5	FALSE	2.92	100.63	RIGHT	23	20	2917	.	.	191037	182749
186116	60	S3013_5	FALSE	5.54	92.35	UP	.	23	3367	.	.	191037	182749
186212	17	S3013_5	FALSE	0.77	45.5	DOWN	3	.	3463	.	.	191037	182749
186364	112	S3013_5	FALSE	0.23	2.05	.	3	3	3615	.	.	191037	182749
186617	57	S3013_5	FALSE	0.61	10.69	DOWN	3	3	3868	.	.	191037	182749
186700	25	S3013_5	FALSE	0.06	2.46	.	3	3	3951	.	.	191037	182749
186752	22	S3013_5	FALSE	1.92	87.48	RIGHT	5	3	4003	.	.	191037	182749
187022	23	S3013_5	FALSE	1.86	80.77	RIGHT	.	6	4273	.	.	191037	182749
187360	44	S3013_5	FALSE	2.25	51.13	RIGHT	.	17	4611	.	.	191037	182749
187842	27	S3013_5	FALSE	2.71	100.26	RIGHT	10	.	5093	.	.	191037	182749
188038	70	S3013_5	FALSE	8.26	118	LEFT	26	9	5289	.	.	191037	182749
188296	22	S3013_5	FALSE	1.48	67.41	UP	27	.	5547	.	.	191037	182749
188415	20	S3013_5	FALSE	0.64	32.03	UP	20	27	5666	.	.	191037	182749
188625	24	S3013_5	FALSE	2.14	88.97	RIGHT	28	26	5876	.	.	191037	182749
188927	40	S3013_5	FALSE	1.83	45.67	RIGHT	30	28	6178	.	.	191037	182749
189411	13	S3013_5	FALSE	0.65	50.16	LEFT	30	30	6662	.	.	191037	182749
189545	38	S3013_5	FALSE	3.45	90.89	LEFT	21	30	6796	.	.	191037	182749
189657	43	S3013_5	FALSE	1.91	44.44	LEFT	20	21	6908	.	.	191037	182749
189981	48	S3013_5	FALSE	3.71	77.35	RIGHT	.	19	7232	.	.	191037	182749
190402	23	S3013_5	FALSE	2.3	99.98	RIGHT	30	.	7653	.	.	191037	182749
190727	21	S3013_5	FALSE	1.34	63.96	RIGHT	30	30	7978	.	.	191037	182749
190881	56	S3013_5	FALSE	5.05	90.1	LEFT	21	30	8132	.	.	191037	182749
191048	44	S3013_5	FALSE	2.28	51.92	RIGHT	22	20	8299	.	.	191037	182749
191296	24	S3013_5	FALSE	1.13	47.21	RIGHT	17	23	8547	.	.	191037	182749
191944	22	S3013_5	FALSE	1.42	64.4	LEFT	4	12	29	.	.	196193	191915
192252	413	S3013_5	FALSE	1.25	3.04	UP	4	.	337	.	.	196193	191915
192745	24	S3013_5	FALSE	1.97	82.22	LEFT	.	.	830	.	.	196193	191915
192973	47	S3013_5	FALSE	3.32	70.56	RIGHT	4	.	1058	.	.	196193	191915
193265	26	S3013_5	FALSE	3.12	119.81	RIGHT	6	12	1350	.	.	196193	191915
193693	27	S3013_5	FALSE	2.93	108.68	RIGHT	.	.	1778	.	.	196193	191915
194037	52	S3013_5	FALSE	5.7	109.67	LEFT	12	.	2122	.	.	196193	191915
194374	24	S3013_5	FALSE	1.54	64.11	RIGHT	18	.	2459	.	.	196193	191915
194693	25	S3013_5	FALSE	1.52	60.73	DOWN	24	18	2778	.	.	196193	191915
194941	23	S3013_5	FALSE	1.91	83.18	RIGHT	25	18	3026	.	.	196193	191915
195306	13	S3013_5	FALSE	0.74	56.62	LEFT	18	25	3391	.	.	196193	191915
195482	20	S3013_5	FALSE	1.59	79.48	LEFT	18	18	3567	.	.	196193	191915
195725	43	S3013_5	FALSE	2.81	65.38	DOWN	24	18	3810	.	.	196193	191915
195897	19	S3013_5	FALSE	0.96	50.35	UP	24	.	3982	.	.	196193	191915
195989	36	S3013_5	FALSE	1.16	32.24	LEFT	23	.	4074	.	.	196193	191915
196335	22	S3013_5	FALSE	1.91	86.9	LEFT	.	.	4420	.	.	196193	191915
196549	56	S3013_5	FALSE	6.67	119.17	RIGHT	27	21	4634	.	.	196193	191915
197335	105	S3013_5	FALSE	10.28	97.92	LEFT	1	.	253	.	.	205010	197082
197814	10	S3013_5	FALSE	0.43	42.9	.	2	1	732	.	.	205010	197082
198024	24	S3013_5	FALSE	2.15	89.39	RIGHT	3	2	942	.	.	205010	197082
198437	22	S3013_5	FALSE	1.58	72.04	RIGHT	.	3	1355	.	.	205010	197082
198795	28	S3013_5	FALSE	2.67	95.27	RIGHT	12	10	1713	.	.	205010	197082
199091	22	S3013_5	FALSE	1.43	64.87	RIGHT	6	6	2009	.	.	205010	197082
199371	41	S3013_5	FALSE	6.25	152.36	LEFT	8	6	2289	.	.	205010	197082
199706	25	S3013_5	FALSE	2.44	97.62	RIGHT	10	8	2624	.	.	205010	197082
200133	22	S3013_5	FALSE	2.06	93.86	RIGHT	11	10	3051	.	.	205010	197082
200360	36	S3013_5	FALSE	4.09	113.71	LEFT	8	10	3278	.	.	205010	197082
200976	21	S3013_5	FALSE	1.29	61.53	RIGHT	9	9	3894	.	.	205010	197082
201286	32	S3013_5	FALSE	2.45	76.52	RIGHT	10	9	4204	.	.	205010	197082
201689	24	S3013_5	FALSE	2	83.24	RIGHT	12	10	4607	.	.	205010	197082
202151	20	S3013_5	FALSE	1.51	75.38	LEFT	10	12	5069	.	.	205010	197082
202660	17	S3013_5	FALSE	1.03	60.63	RIGHT	12	10	5578	.	.	205010	197082
202928	22	S3013_5	FALSE	1.45	65.99	RIGHT	12	12	5846	.	.	205010	197082
203101	51	S3013_5	FALSE	5.35	104.88	LEFT	15	12	6019	.	.	205010	197082
203368	21	S3013_5	FALSE	1.53	72.95	RIGHT	16	15	6286	.	.	205010	197082
203507	28	S3013_5	FALSE	2.3	82.06	LEFT	14	.	6425	.	.	205010	197082
203989	50	S3013_5	FALSE	2.15	42.94	UP	8	14	6907	.	.	205010	197082
204305	13	S3013_5	FALSE	0.55	42	LEFT	8	8	7223	.	.	205010	197082
204428	49	S3013_5	FALSE	3.58	73.13	DOWN	14	1	7346	.	.	205010	197082
204629	7	S3013_5	FALSE	0.33	47.58	.	20	20	7547	.	.	205010	197082
204959	25	S3013_5	FALSE	2.41	96.31	RIGHT	22	20	7877	.	.	205010	197082
205289	57	S3013_5	FALSE	3.79	66.52	UP	.	.	8207	.	.	205010	197082
205949	22	S3013_5	FALSE	1.68	76.14	LEFT	13	14	51	.	.	223865	205898
206427	23	S3013_5	FALSE	1.77	77	RIGHT	4	13	529	.	.	223865	205898
206604	17	S3013_5	FALSE	1.03	60.44	UP	3	4	706	.	.	223865	205898
206807	19	S3013_5	FALSE	1.34	70.75	LEFT	2	3	909	.	.	223865	205898
206905	34	S3013_5	FALSE	4.26	125.19	RIGHT	5	2	1007	.	.	223865	205898
207140	27	S3013_5	FALSE	2.65	98.16	RIGHT	7	5	1242	.	.	223865	205898
207462	27	S3013_5	FALSE	3.05	113.14	RIGHT	10	7	1564	.	.	223865	205898
207736	20	S3013_5	FALSE	1.41	70.27	RIGHT	11	10	1838	.	.	223865	205898
207903	21	S3013_5	FALSE	1.48	70.39	RIGHT	11	11	2005	.	.	223865	205898
208093	60	S3013_5	FALSE	9.2	153.26	LEFT	15	11	2195	.	.	223865	205898
208600	28	S3013_5	FALSE	2.6	92.82	RIGHT	16	15	2702	.	.	223865	205898
208942	15	S3013_5	FALSE	0.83	55.63	LEFT	15	15	3044	.	.	223865	205898
209107	27	S3013_5	FALSE	2.55	94.59	LEFT	14	15	3209	.	.	223865	205898
209486	22	S3013_5	FALSE	1.35	61.29	RIGHT	15	14	3588	.	.	223865	205898
209656	27	S3013_5	FALSE	2.38	88.33	RIGHT	16	15	3758	.	.	223865	205898
209938	27	S3013_5	FALSE	2.5	92.76	RIGHT	18	16	4040	.	.	223865	205898
210237	36	S3013_5	FALSE	1.66	46.06	RIGHT	18	18	4339	.	.	223865	205898
210467	23	S3013_5	FALSE	2.2	95.71	LEFT	18	19	4569	.	.	223865	205898
210786	36	S3013_5	FALSE	3.93	109.15	RIGHT	20	17	4888	.	.	223865	205898
211140	30	S3013_5	FALSE	3	100.05	RIGHT	22	20	5242	.	.	223865	205898
211338	30	S3013_5	FALSE	3.44	114.77	LEFT	19	22	5440	.	.	223865	205898
211701	21	S3013_5	FALSE	1.33	63.44	RIGHT	20	19	5803	.	.	223865	205898
211970	52	S3013_5	FALSE	5.52	106.14	LEFT	27	20	6072	.	.	223865	205898
212438	32	S3013_5	FALSE	4.57	142.72	RIGHT	18	26	6540	.	.	223865	205898
212681	16	S3013_5	FALSE	0.94	58.46	LEFT	.	29	6783	.	.	223865	205898
212964	24	S3013_5	FALSE	1.61	66.92	RIGHT	19	.	7066	.	.	223865	205898
213287	17	S3013_5	FALSE	0.99	58.04	RIGHT	19	18	7389	.	.	223865	205898
213449	30	S3013_5	FALSE	3.26	108.82	LEFT	17	19	7551	.	.	223865	205898
213778	35	S3013_5	FALSE	1.88	53.7	DOWN	28	18	7880	.	.	223865	205898
213985	36	S3013_5	FALSE	1.6	44.45	DOWN	39	28	8087	.	.	223865	205898
214421	21	S3013_5	FALSE	1.54	73.3	RIGHT	41	40	8523	.	.	223865	205898
214667	23	S3013_5	FALSE	1.7	73.92	RIGHT	43	41	8769	.	.	223865	205898
214981	33	S3013_5	FALSE	3.64	110.43	LEFT	18	43	9083	.	.	223865	205898
215434	49	S3013_5	FALSE	3.43	70.06	LEFT	.	29	9536	.	.	223865	205898
215664	25	S3013_5	FALSE	1.15	46.01	LEFT	37	37	9766	.	.	223865	205898
216143	80	S3013_5	FALSE	1.85	23.06	UP	25	37	10245	.	.	223865	205898
216337	53	S3013_5	FALSE	0.54	10.25	DOWN	25	25	10439	.	.	223865	205898
216482	29	S3013_5	FALSE	3.17	109.36	RIGHT	27	25	10584	.	.	223865	205898
217077	12	S3013_5	FALSE	0.61	50.7	RIGHT	28	27	11179	.	.	223865	205898
217361	27	S3013_5	FALSE	2.82	104.38	RIGHT	29	27	11463	.	.	223865	205898
217673	26	S3013_5	FALSE	1.36	52.2	RIGHT	30	29	11775	.	.	223865	205898
217857	28	S3013_5	FALSE	2.63	93.98	RIGHT	.	30	11959	.	.	223865	205898
218211	17	S3013_5	FALSE	1.04	61.21	LEFT	31	.	12313	.	.	223865	205898
218447	43	S3013_5	FALSE	1.71	39.8	UP	19	31	12549	.	.	223865	205898
218572	22	S3013_5	FALSE	1.97	89.71	LEFT	18	19	12674	.	.	223865	205898
218840	19	S3013_5	FALSE	1.26	66.57	LEFT	17	18	12942	.	.	223865	205898
218992	40	S3013_5	FALSE	2.44	60.89	LEFT	15	17	13094	.	.	223865	205898
219289	20	S3013_5	FALSE	1.42	71.04	RIGHT	15	15	13391	.	.	223865	205898
219543	29	S3013_5	FALSE	2.5	86.19	RIGHT	18	15	13645	.	.	223865	205898
219824	25	S3013_5	FALSE	1.25	49.91	RIGHT	18	18	13926	.	.	223865	205898
219997	28	S3013_5	FALSE	2.62	93.42	RIGHT	20	18	14099	.	.	223865	205898
220310	22	S3013_5	FALSE	1.49	67.54	RIGHT	22	20	14412	.	.	223865	205898
220618	23	S3013_5	FALSE	1.64	71.34	RIGHT	22	21	14720	.	.	223865	205898
220899	31	S3013_5	FALSE	4.08	131.74	LEFT	18	22	15001	.	.	223865	205898
221254	45	S3013_5	FALSE	3.13	69.55	LEFT	.	18	15356	.	.	223865	205898
221473	34	S3013_5	FALSE	2.92	85.95	LEFT	.	39	15575	.	.	223865	205898
221781	11	S3013_5	FALSE	0.67	61.14	LEFT	37	37	15883	.	.	223865	205898
222083	24	S3013_5	FALSE	2.33	97.15	RIGHT	37	37	16185	.	.	223865	205898
222505	23	S3013_5	FALSE	2.27	98.79	RIGHT	40	37	16607	.	.	223865	205898
222871	22	S3013_5	FALSE	1.52	69.14	RIGHT	42	40	16973	.	.	223865	205898
223264	26	S3013_5	FALSE	3.04	117.1	LEFT	39	29	17366	.	.	223865	205898
223448	46	S3013_5	FALSE	3.4	73.85	LEFT	25	39	17550	.	.	223865	205898
223656	44	S3013_5	FALSE	1.02	23.09	LEFT	35	36	17758	.	.	223865	205898
224104	55	S3013_5	FALSE	3.53	64.24	UP	.	35	18206	.	.	223865	205898
225053	26	S3013_5	FALSE	1.94	74.71	UP	3	11	222	.	.	235057	224831
225732	27	S3013_5	FALSE	2.27	84.02	RIGHT	4	3	901	.	.	235057	224831
225864	233	S3013_5	FALSE	1.43	6.13	DOWN	11	4	1033	.	.	235057	224831
226221	16	S3013_5	FALSE	1.19	74.44	LEFT	.	.	1390	.	.	235057	224831
226465	39	S3013_5	FALSE	3.87	99.31	RIGHT	6	3	1634	.	.	235057	224831
226753	18	S3013_5	FALSE	1.24	68.75	RIGHT	14	13	1922	.	.	235057	224831
226923	30	S3013_5	FALSE	3.14	104.62	RIGHT	.	14	2092	.	.	235057	224831
227133	17	S3013_5	FALSE	0.99	58.49	RIGHT	.	.	2302	.	.	235057	224831
227262	21	S3013_5	FALSE	1.51	72.11	LEFT	.	.	2431	.	.	235057	224831
227456	50	S3013_5	FALSE	5.85	117.06	LEFT	11	.	2625	.	.	235057	224831
227770	22	S3013_5	FALSE	1.26	57.34	RIGHT	18	.	2939	.	.	235057	224831
227968	27	S3013_5	FALSE	2.63	97.36	RIGHT	20	18	3137	.	.	235057	224831
228315	27	S3013_5	FALSE	2.16	79.89	RIGHT	14	20	3484	.	.	235057	224831
228691	10	S3013_5	FALSE	0.56	56.25	LEFT	21	22	3860	.	.	235057	224831
228923	21	S3013_5	FALSE	1.31	62.42	LEFT	13	14	4092	.	.	235057	224831
229068	28	S3013_5	FALSE	2.5	89.31	DOWN	28	13	4237	.	.	235057	224831
229279	20	S3013_5	FALSE	1.16	57.95	RIGHT	29	28	4448	.	.	235057	224831
229541	24	S3013_5	FALSE	2.07	86.18	DOWN	.	29	4710	.	.	235057	224831
229838	28	S3013_5	FALSE	2.79	99.49	RIGHT	30	.	5007	.	.	235057	224831
230094	39	S3013_5	FALSE	4.98	127.76	LEFT	26	30	5263	.	.	235057	224831
230341	49	S3013_5	FALSE	3.41	69.62	RIGHT	.	.	5510	.	.	235057	224831
230912	36	S3013_5	FALSE	3.45	95.78	LEFT	27	30	6081	.	.	235057	224831
231189	18	S3013_5	FALSE	1.2	66.51	LEFT	26	27	6358	.	.	235057	224831
231621	53	S3013_5	FALSE	2.91	54.83	UP	.	26	6790	.	.	235057	224831
231911	22	S3013_5	FALSE	1.6	72.77	RIGHT	14	19	7080	.	.	235057	224831
232230	28	S3013_5	FALSE	2.78	99.32	RIGHT	14	13	7399	.	.	235057	224831
232588	9	S3013_5	FALSE	0.41	45.81	.	14	14	7757	.	.	235057	224831
232772	44	S3013_5	FALSE	3.61	81.93	LEFT	13	14	7941	.	.	235057	224831
232948	27	S3013_5	FALSE	3.33	123.34	RIGHT	20	12	8117	.	.	235057	224831
233220	13	S3013_5	FALSE	0.75	57.37	RIGHT	21	28	8389	.	.	235057	224831
233407	39	S3013_5	FALSE	1.89	48.51	RIGHT	23	29	8576	.	.	235057	224831
233766	17	S3013_5	FALSE	1.13	66.25	LEFT	22	23	8935	.	.	235057	224831
233909	35	S3013_5	FALSE	4.2	120.12	LEFT	18	22	9078	.	.	235057	224831
234031	53	S3013_5	FALSE	2.88	54.38	LEFT	16	18	9200	.	.	235057	224831
234415	56	S3013_5	FALSE	3.9	69.73	RIGHT	5	16	9584	.	.	235057	224831
234650	28	S3013_5	FALSE	2.87	102.4	RIGHT	7	5	9819	.	.	235057	224831
235163	87	S3013_5	FALSE	6.04	69.45	LEFT	17	6	10332	.	.	235057	224831
235446	15	S3013_5	FALSE	0.88	58.79	UP	16	17	10615	.	.	235057	224831
236265	26	S3013_5	FALSE	3.1	119.19	UP	.	15	284	.	.	239652	235981
236515	24	S3013_5	FALSE	1.87	77.96	RIGHT	4	12	534	.	.	239652	235981
236747	22	S3013_5	FALSE	1.85	83.96	LEFT	2	4	766	.	.	239652	235981
236935	38	S3013_5	FALSE	4.68	123.03	RIGHT	5	3	954	.	.	239652	235981
237182	19	S3013_5	FALSE	1.35	71.25	RIGHT	6	5	1201	.	.	239652	235981
237521	24	S3013_5	FALSE	2.05	85.37	RIGHT	7	6	1540	.	.	239652	235981
237787	31	S3013_5	FALSE	2.74	88.39	RIGHT	9	7	1806	.	.	239652	235981
238194	18	S3013_5	FALSE	1.1	61.28	LEFT	9	9	2213	.	.	239652	235981
238335	15	S3013_5	FALSE	1.03	68.73	LEFT	7	9	2354	.	.	239652	235981
238422	31	S3013_5	FALSE	3.22	103.95	RIGHT	9	7	2441	.	.	239652	235981
238728	27	S3013_5	FALSE	2.77	102.49	RIGHT	10	9	2747	.	.	239652	235981
239030	22	S3013_5	FALSE	2.12	96.47	LEFT	9	10	3049	.	.	239652	235981
239158	66	S3013_5	FALSE	9.71	147.06	LEFT	13	9	3177	.	.	239652	235981
239453	18	S3013_5	FALSE	0.95	53	RIGHT	13	13	3472	.	.	239652	235981
239685	22	S3013_5	FALSE	1.68	76.14	LEFT	12	13	3704	.	.	239652	235981
240052	8	S3013_5	FALSE	0.4	50.05	.	12	13	4071	.	.	239652	235981
240571	30	S3013_5	FALSE	3.17	105.8	RIGHT	5	11	57	.	.	242980	240514
240961	23	S3013_5	FALSE	1.79	77.77	LEFT	4	5	447	.	.	242980	240514
241330	12	S3013_5	FALSE	0.68	56.75	LEFT	3	3	816	.	.	242980	240514
241566	29	S3013_5	FALSE	3.36	115.84	RIGHT	6	3	1052	.	.	242980	240514
241934	25	S3013_5	FALSE	1.99	79.75	RIGHT	6	6	1420	.	.	242980	240514
242273	33	S3013_5	FALSE	3.36	101.68	RIGHT	8	6	1759	.	.	242980	240514
242530	22	S3013_5	FALSE	1.67	76.03	RIGHT	9	8	2016	.	.	242980	240514
242701	61	S3013_5	FALSE	8.18	134.12	LEFT	12	9	2187	.	.	242980	240514
242979	16	S3013_5	FALSE	0.86	53.56	RIGHT	12	12	2465	.	.	242980	240514
244250	23	S3013_5	FALSE	1.84	79.81	UP	3	12	403	.	.	252429	243847
244535	14	S3013_5	FALSE	0.86	61.59	UP	2	2	688	.	.	252429	243847
244674	166	S3013_5	FALSE	0.03	0.17	.	2	2	827	.	.	252429	243847
244865	158	S3013_5	FALSE	2.64	16.68	RIGHT	4	2	1018	.	.	252429	243847
245305	297	S3013_5	FALSE	0.33	1.1	.	4	3	1458	.	.	252429	243847
245850	23	S3013_5	FALSE	0.78	34.08	RIGHT	4	3	2003	.	.	252429	243847
246065	25	S3013_5	FALSE	2.08	83.33	RIGHT	5	4	2218	.	.	252429	243847
246259	293	S3013_5	FALSE	3.45	11.77	RIGHT	8	5	2412	.	.	252429	243847
246786	18	S3013_5	FALSE	1.28	71.38	LEFT	8	8	2939	.	.	252429	243847
247261	22	S3013_5	FALSE	1.85	84.15	RIGHT	8	7	3414	.	.	252429	243847
247774	16	S3013_5	FALSE	1.05	65.85	LEFT	8	8	3927	.	.	252429	243847
248001	21	S3013_5	FALSE	1.48	70.53	RIGHT	8	8	4154	.	.	252429	243847
248306	25	S3013_5	FALSE	2.73	109.38	RIGHT	9	8	4459	.	.	252429	243847
248840	26	S3013_5	FALSE	2.87	110.23	LEFT	8	9	4993	.	.	252429	243847
248934	47	S3013_5	FALSE	4.33	92.05	LEFT	.	8	5087	.	.	252429	243847
249175	22	S3013_5	FALSE	1.56	70.78	LEFT	3	.	5328	.	.	252429	243847
249381	97	S3013_5	FALSE	2.29	23.64	RIGHT	5	3	5534	.	.	252429	243847
249663	48	S3013_5	FALSE	3.17	66.12	LEFT	.	5	5816	.	.	252429	243847
250019	25	S3013_5	FALSE	2.57	102.77	RIGHT	14	.	6172	.	.	252429	243847
250300	29	S3013_5	FALSE	2.89	99.61	RIGHT	16	14	6453	.	.	252429	243847
