onset	duration	RECORDING_SESSION_LABEL	CURRENT_SAC_ADJUSTED	CURRENT_SAC_AMPLITUDE	CURRENT_SAC_AVG_VELOCITY	CURRENT_SAC_DIRECTION	CURRENT_SAC_END_INTEREST_AREA_ID	CURRENT_SAC_START_INTEREST_AREA_ID	CURRENT_SAC_START_TIME	SentenceID	SentenceRT	TRUEOffset	TRUEOnset
#VALUE!	120	S3013_4	FALSE	8.57	71.38	RIGHT	.	.	86	.	.	.	.
19479	120	S3013_4	FALSE	8.57	71.38	RIGHT	7	.	-4	t.01.01	2289	21772	19483
19637	160	S3013_4	FALSE	5.92	37.03	LEFT	2	7	154	t.01.01	2289	21772	19483
20000	20	S3013_4	FALSE	1.05	52.36	LEFT	1	2	517	t.01.01	2289	21772	19483
20231	19	S3013_4	FALSE	0.98	51.84	LEFT	1	1	748	t.01.01	2289	21772	19483
20550	26	S3013_4	FALSE	2.63	101.33	RIGHT	3	1	1067	t.01.01	2289	21772	19483
20738	23	S3013_4	FALSE	1.85	80.63	RIGHT	4	3	1255	t.01.01	2289	21772	19483
20991	21	S3013_4	FALSE	1.7	80.91	RIGHT	6	4	1508	t.01.01	2289	21772	19483
21249	24	S3013_4	FALSE	1.87	78.02	RIGHT	7	5	1766	t.01.01	2289	21772	19483
21767	47	S3013_4	FALSE	5.93	126.14	LEFT	2	7	2284	t.01.01	2289	21772	19483
23677	26	S3013_4	FALSE	2.94	113.05	RIGHT	3	1	444	t.01.02	2316	25549	23233
23936	24	S3013_4	FALSE	2.22	92.54	RIGHT	4	3	703	t.01.02	2316	25549	23233
24191	29	S3013_4	FALSE	2.8	96.48	RIGHT	5	4	958	t.01.02	2316	25549	23233
24577	23	S3013_4	FALSE	1.73	75.31	RIGHT	6	5	1344	t.01.02	2316	25549	23233
24779	21	S3013_4	FALSE	1.89	89.83	RIGHT	8	6	1546	t.01.02	2316	25549	23233
25041	20	S3013_4	FALSE	1.31	65.5	RIGHT	9	8	1808	t.01.02	2316	25549	23233
25236	21	S3013_4	FALSE	1.43	68.21	RIGHT	10	9	2003	t.01.02	2316	25549	23233
25535	37	S3013_4	FALSE	1.85	50.12	LEFT	9	10	2302	t.01.02	2316	25549	23233
27196	24	S3013_4	FALSE	2.01	83.57	RIGHT	3	1	229	t.01.03	2247	29214	26967
27381	23	S3013_4	FALSE	1.99	86.37	RIGHT	3	2	414	t.01.03	2247	29214	26967
27576	23	S3013_4	FALSE	1.52	66.03	RIGHT	4	3	609	t.01.03	2247	29214	26967
27902	23	S3013_4	FALSE	2.03	88.21	RIGHT	5	4	935	t.01.03	2247	29214	26967
28097	22	S3013_4	FALSE	1.61	73.03	RIGHT	.	5	1130	t.01.03	2247	29214	26967
28274	27	S3013_4	FALSE	2.71	100.27	RIGHT	9	6	1307	t.01.03	2247	29214	26967
28490	22	S3013_4	FALSE	1.76	80.01	RIGHT	10	9	1523	t.01.03	2247	29214	26967
28760	32	S3013_4	FALSE	1.1	34.37	RIGHT	11	10	1793	t.01.03	2247	29214	26967
28959	25	S3013_4	FALSE	2.89	115.45	LEFT	9	11	1992	t.01.03	2247	29214	26967
30936	32	S3013_4	FALSE	1.3	40.73	RIGHT	3	2	286	t.01.04	3372	34022	30650
31178	26	S3013_4	FALSE	2.26	86.77	RIGHT	4	3	528	t.01.04	3372	34022	30650
31400	22	S3013_4	FALSE	1.94	88.1	RIGHT	5	4	750	t.01.04	3372	34022	30650
31992	39	S3013_4	FALSE	4.83	123.92	LEFT	2	5	1342	t.01.04	3372	34022	30650
32280	25	S3013_4	FALSE	2.45	97.98	RIGHT	3	2	1630	t.01.04	3372	34022	30650
32493	26	S3013_4	FALSE	2.61	100.38	RIGHT	5	3	1843	t.01.04	3372	34022	30650
32802	23	S3013_4	FALSE	1.92	83.36	RIGHT	7	5	2152	t.01.04	3372	34022	30650
33095	31	S3013_4	FALSE	3.1	99.95	RIGHT	10	7	2445	t.01.04	3372	34022	30650
33755	21	S3013_4	FALSE	1.6	76.22	LEFT	8	10	3105	t.01.04	3372	34022	30650
34002	28	S3013_4	FALSE	2.3	82.29	LEFT	6	8	3352	t.01.04	3372	34022	30650
35741	8	S3013_4	FALSE	0.33	41.86	.	1	1	258	t.01.05	2498	37981	35483
35996	30	S3013_4	FALSE	3.03	100.98	RIGHT	4	1	513	t.01.05	2498	37981	35483
36371	19	S3013_4	FALSE	1.18	62.31	LEFT	2	4	888	t.01.05	2498	37981	35483
36550	31	S3013_4	FALSE	3.7	119.38	RIGHT	5	2	1067	t.01.05	2498	37981	35483
36783	26	S3013_4	FALSE	2.61	100.45	RIGHT	7	5	1300	t.01.05	2498	37981	35483
37033	25	S3013_4	FALSE	1.72	68.84	RIGHT	9	7	1550	t.01.05	2498	37981	35483
37220	22	S3013_4	FALSE	1.85	84.2	RIGHT	10	9	1737	t.01.05	2498	37981	35483
37484	21	S3013_4	FALSE	1.75	83.38	RIGHT	.	10	2001	t.01.05	2498	37981	35483
37710	16	S3013_4	FALSE	1.01	63.24	RIGHT	13	12	2227	t.01.05	2498	37981	35483
37924	19	S3013_4	FALSE	1.33	69.77	LEFT	11	13	2441	t.01.05	2498	37981	35483
39732	24	S3013_4	FALSE	1.45	60.32	RIGHT	3	2	282	t.01.06	2799	42249	39450
39920	23	S3013_4	FALSE	1.82	79.26	RIGHT	5	3	470	t.01.06	2799	42249	39450
40091	25	S3013_4	FALSE	1.85	74.1	RIGHT	6	4	641	t.01.06	2799	42249	39450
40494	6	S3013_4	FALSE	0.29	48.92	.	5	5	1044	t.01.06	2799	42249	39450
40904	29	S3013_4	FALSE	1.98	68.26	RIGHT	6	5	1454	t.01.06	2799	42249	39450
41410	22	S3013_4	FALSE	1.6	72.85	RIGHT	7	6	1960	t.01.06	2799	42249	39450
41863	33	S3013_4	FALSE	3.19	96.67	RIGHT	9	7	2413	t.01.06	2799	42249	39450
42106	26	S3013_4	FALSE	2.43	93.44	RIGHT	10	9	2656	t.01.06	2799	42249	39450
42328	20	S3013_4	FALSE	1.33	66.72	RIGHT	11	10	2878	t.01.06	2799	42249	39450
43932	23	S3013_4	FALSE	1.84	80.1	RIGHT	2	1	266	t.01.07	3510	47176	43666
44406	23	S3013_4	FALSE	2.13	92.69	RIGHT	4	2	740	t.01.07	3510	47176	43666
44785	25	S3013_4	FALSE	1.68	67.38	RIGHT	5	4	1119	t.01.07	3510	47176	43666
45026	22	S3013_4	FALSE	1.37	62.4	RIGHT	5	4	1360	t.01.07	3510	47176	43666
45222	21	S3013_4	FALSE	1.47	69.99	RIGHT	6	5	1556	t.01.07	3510	47176	43666
45457	29	S3013_4	FALSE	2.88	99.21	RIGHT	7	6	1791	t.01.07	3510	47176	43666
45905	25	S3013_4	FALSE	2.22	88.91	RIGHT	9	7	2239	t.01.07	3510	47176	43666
