onset	duration	RECORDING_SESSION_LABEL	CURRENT_SAC_ADJUSTED	CURRENT_SAC_AMPLITUDE	CURRENT_SAC_AVG_VELOCITY	CURRENT_SAC_DIRECTION	CURRENT_SAC_END_INTEREST_AREA_ID	CURRENT_SAC_START_INTEREST_AREA_ID	CURRENT_SAC_START_TIME	SentenceID	SentenceRT	TRUEOffset	TRUEOnset
59961	30	S3013_2	TRUE	3.17	105.72	RIGHT	2	1	432	t.03.07	3787	63316	59529
60294	29	S3013_2	TRUE	2.8	96.66	RIGHT	4	2	765	t.03.07	3787	63316	59529
60573	25	S3013_2	TRUE	1.86	74.29	RIGHT	4	4	1044	t.03.07	3787	63316	59529
60792	25	S3013_2	TRUE	2.55	101.93	RIGHT	6	4	1263	t.03.07	3787	63316	59529
61069	22	S3013_2	TRUE	1.66	75.45	RIGHT	6	6	1540	t.03.07	3787	63316	59529
61387	18	S3013_2	TRUE	1.21	67.38	LEFT	6	6	1858	t.03.07	3787	63316	59529
61469	33	S3013_2	TRUE	3.82	115.67	RIGHT	7	6	1940	t.03.07	3787	63316	59529
61823	285	S3013_2	TRUE	7.35	25.79	DOWN	.	7	2294	t.03.07	3787	63316	59529
62146	86	S3013_2	TRUE	7.35	85.45	DOWN	.	7	2617	t.03.07	3787	63316	59529
62404	26	S3013_2	TRUE	2.37	91.1	LEFT	6	7	2875	t.03.07	3787	63316	59529
62750	34	S3013_2	TRUE	0.37	10.81	.	4	4	3221	t.03.07	3787	63316	59529
63045	32	S3013_2	TRUE	2.92	91.19	LEFT	2	4	3516	t.03.07	3787	63316	59529
63296	31	S3013_2	TRUE	3.45	111.25	RIGHT	4	2	3767	t.03.07	3787	63316	59529
64963	19	S3013_2	FALSE	1.25	65.7	LEFT	2	3	234	t.03.08	4226	68955	64729
65296	23	S3013_2	FALSE	2.14	93.06	RIGHT	3	2	567	t.03.08	4226	68955	64729
65595	27	S3013_2	FALSE	2.5	92.64	RIGHT	5	3	866	t.03.08	4226	68955	64729
65870	28	S3013_2	FALSE	2.51	89.47	LEFT	3	5	1141	t.03.08	4226	68955	64729
66395	22	S3013_2	FALSE	1.76	79.91	RIGHT	5	3	1666	t.03.08	4226	68955	64729
66669	22	S3013_2	FALSE	1.66	75.68	RIGHT	5	5	1940	t.03.08	4226	68955	64729
66884	25	S3013_2	FALSE	2.41	96.37	RIGHT	7	5	2155	t.03.08	4226	68955	64729
67367	24	S3013_2	FALSE	1.78	74.13	RIGHT	8	7	2638	t.03.08	4226	68955	64729
67646	180	S3013_2	FALSE	6.13	34.06	DOWN	.	9	2917	t.03.08	4226	68955	64729
67838	26	S3013_2	FALSE	3.28	126.28	RIGHT	.	.	3109	t.03.08	4226	68955	64729
68247	13	S3013_2	FALSE	0.78	60.06	RIGHT	11	10	3518	t.03.08	4226	68955	64729
68471	38	S3013_2	FALSE	5.45	143.4	LEFT	.	11	3742	t.03.08	4226	68955	64729
68868	25	S3013_2	FALSE	2.18	87.24	LEFT	5	6	4139	t.03.08	4226	68955	64729
70601	20	S3013_2	FALSE	1.31	65.31	LEFT	2	2	205	t.03.09	2935	73331	70396
70926	31	S3013_2	FALSE	3.34	107.72	RIGHT	5	2	530	t.03.09	2935	73331	70396
71227	32	S3013_2	FALSE	3.18	99.34	LEFT	2	5	831	t.03.09	2935	73331	70396
71559	16	S3013_2	FALSE	1.07	66.82	RIGHT	3	2	1163	t.03.09	2935	73331	70396
71822	33	S3013_2	FALSE	3.78	114.51	RIGHT	8	3	1426	t.03.09	2935	73331	70396
72149	24	S3013_2	FALSE	1.77	73.78	RIGHT	10	8	1753	t.03.09	2935	73331	70396
72516	27	S3013_2	FALSE	2.47	91.4	RIGHT	12	9	2120	t.03.09	2935	73331	70396
72653	25	S3013_2	FALSE	2.43	97.06	RIGHT	12	12	2257	t.03.09	2935	73331	70396
72888	26	S3013_2	FALSE	2.04	78.56	RIGHT	14	12	2492	t.03.09	2935	73331	70396
73337	42	S3013_2	FALSE	4.26	101.36	LEFT	.	14	2941	t.03.09	2935	73331	70396
74979	18	S3013_2	FALSE	1.01	56.35	LEFT	2	2	200	t.03.10	3495	78274	74779
75234	80	S3013_2	FALSE	4.03	50.36	RIGHT	5	2	455	t.03.10	3495	78274	74779
75549	25	S3013_2	FALSE	2.03	81.31	RIGHT	5	5	770	t.03.10	3495	78274	74779
75662	244	S3013_2	FALSE	6.92	28.34	DOWN	.	5	883	t.03.10	3495	78274	74779
76070	22	S3013_2	FALSE	2.07	94	RIGHT	5	3	1291	t.03.10	3495	78274	74779
76246	27	S3013_2	FALSE	2.9	107.39	RIGHT	7	5	1467	t.03.10	3495	78274	74779
76725	24	S3013_2	FALSE	1.96	81.56	RIGHT	8	7	1946	t.03.10	3495	78274	74779
77000	26	S3013_2	FALSE	2.21	84.88	RIGHT	9	8	2221	t.03.10	3495	78274	74779
77270	27	S3013_2	FALSE	3.66	135.59	LEFT	7	9	2491	t.03.10	3495	78274	74779
77539	41	S3013_2	FALSE	2.95	71.91	LEFT	.	7	2760	t.03.10	3495	78274	74779
78036	42	S3013_2	FALSE	2.89	68.85	LEFT	2	5	3257	t.03.10	3495	78274	74779
78270	71	S3013_2	FALSE	11.11	156.48	RIGHT	.	2	3491	t.03.10	3495	78274	74779
79981	23	S3013_2	FALSE	1.94	84.17	RIGHT	3	1	269	t.03.11	2640	82352	79712
80221	22	S3013_2	FALSE	1.87	84.99	RIGHT	4	3	509	t.03.11	2640	82352	79712
80462	24	S3013_2	FALSE	2.32	96.57	RIGHT	5	4	750	t.03.11	2640	82352	79712
80827	31	S3013_2	FALSE	2.49	80.27	RIGHT	6	5	1115	t.03.11	2640	82352	79712
81169	21	S3013_2	FALSE	1.68	79.84	RIGHT	7	6	1457	t.03.11	2640	82352	79712
81482	17	S3013_2	FALSE	0.96	56.69	RIGHT	7	7	1770	t.03.11	2640	82352	79712
81707	29	S3013_2	FALSE	2.95	101.55	RIGHT	9	7	1995	t.03.11	2640	82352	79712
82064	44	S3013_2	FALSE	6.89	156.54	LEFT	5	9	2352	t.03.11	2640	82352	79712
82328	13	S3013_2	FALSE	0.82	63.32	LEFT	5	5	2616	t.03.11	2640	82352	79712
84156	24	S3013_2	TRUE	2.42	100.81	RIGHT	5	3	344	t.03.12	1978	85790	83812
84539	24	S3013_2	TRUE	2.45	102.03	RIGHT	7	4	727	t.03.12	1978	85790	83812
84835	23	S3013_2	TRUE	1.83	79.53	RIGHT	8	6	1023	t.03.12	1978	85790	83812
85016	22	S3013_2	TRUE	1.58	71.68	RIGHT	8	8	1204	t.03.12	1978	85790	83812
85236	26	S3013_2	TRUE	2.24	86.17	RIGHT	9	8	1424	t.03.12	1978	85790	83812
85619	35	S3013_2	TRUE	2.84	81.25	RIGHT	11	9	1807	t.03.12	1978	85790	83812
87549	32	S3013_2	FALSE	3.16	98.65	RIGHT	5	2	304	t.03.13	5383	92628	87245
87760	24	S3013_2	FALSE	2.06	85.9	RIGHT	5	5	515	t.03.13	5383	92628	87245
87977	29	S3013_2	FALSE	3.58	123.62	RIGHT	8	5	732	t.03.13	5383	92628	87245
88214	16	S3013_2	FALSE	0.99	62.13	LEFT	7	8	969	t.03.13	5383	92628	87245
88382	40	S3013_2	FALSE	5.36	133.88	LEFT	.	7	1137	t.03.13	5383	92628	87245
88755	25	S3013_2	FALSE	2.03	81.35	RIGHT	5	4	1510	t.03.13	5383	92628	87245
88898	42	S3013_2	FALSE	3.35	79.67	LEFT	2	5	1653	t.03.13	5383	92628	87245
89196	19	S3013_2	FALSE	1.2	63.17	RIGHT	3	2	1951	t.03.13	5383	92628	87245
89474	35	S3013_2	FALSE	1.53	43.59	RIGHT	5	3	2229	t.03.13	5383	92628	87245
89643	54	S3013_2	FALSE	7.25	134.23	RIGHT	9	5	2398	t.03.13	5383	92628	87245
89994	19	S3013_2	FALSE	1.41	74.37	LEFT	8	10	2749	t.03.13	5383	92628	87245
90143	52	S3013_2	FALSE	6.55	125.92	LEFT	4	8	2898	t.03.13	5383	92628	87245
90520	38	S3013_2	FALSE	1.91	50.3	LEFT	2	3	3275	t.03.13	5383	92628	87245
91026	63	S3013_2	FALSE	10.96	173.89	RIGHT	10	1	3781	t.03.13	5383	92628	87245
91317	22	S3013_2	FALSE	1.57	71.18	RIGHT	11	10	4072	t.03.13	5383	92628	87245
91570	21	S3013_2	FALSE	2	95.36	RIGHT	12	11	4325	t.03.13	5383	92628	87245
91760	18	S3013_2	FALSE	1.14	63.52	RIGHT	12	12	4515	t.03.13	5383	92628	87245
91971	43	S3013_2	FALSE	6.66	154.98	LEFT	8	.	4726	t.03.13	5383	92628	87245
92414	20	S3013_2	FALSE	1.54	77.14	LEFT	7	8	5169	t.03.13	5383	92628	87245
92569	27	S3013_2	FALSE	2.56	94.67	LEFT	5	7	5324	t.03.13	5383	92628	87245
#VALUE!	18	S3013_2	FALSE	1.48	82.11	LEFT	.	.	71	.	.	.	.
94278	23	S3013_2	FALSE	1.96	85.31	LEFT	3	4	216	t.03.14	2317	96379	94062
94712	27	S3013_2	FALSE	3.15	116.55	RIGHT	5	2	650	t.03.14	2317	96379	94062
94924	23	S3013_2	FALSE	1.75	76.12	RIGHT	6	5	862	t.03.14	2317	96379	94062
94979	21	S3013_2	FALSE	1.75	83.52	RIGHT	6	5	917	t.03.14	2317	96379	94062
95114	95	S3013_2	FALSE	1.82	19.18	RIGHT	8	7	1052	t.03.14	2317	96379	94062
95446	27	S3013_2	FALSE	2.69	99.62	RIGHT	10	8	1384	t.03.14	2317	96379	94062
95699	27	S3013_2	FALSE	2.8	103.63	RIGHT	12	10	1637	t.03.14	2317	96379	94062
95866	20	S3013_2	FALSE	2.8	140.07	RIGHT	12	10	1804	t.03.14	2317	96379	94062
95954	19	S3013_2	FALSE	1.22	64.1	RIGHT	12	12	1892	t.03.14	2317	96379	94062
96144	16	S3013_2	FALSE	1.12	69.88	RIGHT	13	12	2082	t.03.14	2317	96379	94062
96431	49	S3013_2	FALSE	3.46	70.6	LEFT	11	13	2369	t.03.14	2317	96379	94062
#VALUE!	25	S3013_2	FALSE	2.49	99.69	RIGHT	.	.	60	.	.	.	.
98003	22	S3013_2	FALSE	1.58	71.7	LEFT	2	3	191	t.03.15	2612	100424	97812
98311	25	S3013_2	FALSE	2.53	101.07	RIGHT	4	2	499	t.03.15	2612	100424	97812
98589	23	S3013_2	FALSE	1.28	55.7	RIGHT	4	3	777	t.03.15	2612	100424	97812
99093	184	S3013_2	FALSE	2.98	16.18	RIGHT	7	4	1281	t.03.15	2612	100424	97812
99411	19	S3013_2	FALSE	1.1	58.09	LEFT	6	7	1599	t.03.15	2612	100424	97812
99657	30	S3013_2	FALSE	2.61	87.03	RIGHT	8	6	1845	t.03.15	2612	100424	97812
100011	25	S3013_2	FALSE	2.76	110.23	RIGHT	9	7	2199	t.03.15	2612	100424	97812
102108	23	S3013_2	FALSE	2.18	94.73	RIGHT	4	2	263	t.03.16	2239	104084	101845
102541	25	S3013_2	FALSE	2.6	103.85	RIGHT	5	3	696	t.03.16	2239	104084	101845
102777	28	S3013_2	FALSE	3.22	114.89	RIGHT	6	5	932	t.03.16	2239	104084	101845
103201	31	S3013_2	FALSE	3.35	107.94	RIGHT	8	6	1356	t.03.16	2239	104084	101845
103486	20	S3013_2	FALSE	1.38	68.9	RIGHT	9	8	1641	t.03.16	2239	104084	101845
103659	22	S3013_2	FALSE	1.72	77.96	RIGHT	10	9	1814	t.03.16	2239	104084	101845
103942	27	S3013_2	FALSE	2.15	79.49	LEFT	8	10	2097	t.03.16	2239	104084	101845
105751	14	S3013_2	FALSE	0.75	53.73	RIGHT	2	2	239	t.03.17	5225	110737	105512
106044	31	S3013_2	FALSE	3.4	109.74	RIGHT	3	2	532	t.03.17	5225	110737	105512
106296	368	S3013_2	FALSE	1.71	4.65	RIGHT	4	3	784	t.03.17	5225	110737	105512
106737	40	S3013_2	FALSE	1.72	42.99	RIGHT	4	3	1225	t.03.17	5225	110737	105512
106818	10	S3013_2	FALSE	0.45	45.21	.	4	4	1306	t.03.17	5225	110737	105512
106982	18	S3013_2	FALSE	1.03	57.14	LEFT	3	4	1470	t.03.17	5225	110737	105512
107299	28	S3013_2	FALSE	2.17	77.32	RIGHT	5	3	1787	t.03.17	5225	110737	105512
107840	24	S3013_2	FALSE	2.16	90.12	RIGHT	6	4	2328	t.03.17	5225	110737	105512
108060	56	S3013_2	FALSE	6.56	117.11	LEFT	2	6	2548	t.03.17	5225	110737	105512
108599	25	S3013_2	FALSE	2.13	85.14	RIGHT	3	2	3087	t.03.17	5225	110737	105512
108868	18	S3013_2	FALSE	1.04	58.02	LEFT	2	3	3356	t.03.17	5225	110737	105512
109051	55	S3013_2	FALSE	7.62	138.52	RIGHT	7	2	3539	t.03.17	5225	110737	105512
109317	19	S3013_2	FALSE	1.26	66.11	LEFT	6	7	3805	t.03.17	5225	110737	105512
109606	15	S3013_2	FALSE	0.89	59.43	LEFT	6	6	4094	t.03.17	5225	110737	105512
109719	32	S3013_2	FALSE	4.25	132.73	RIGHT	8	6	4207	t.03.17	5225	110737	105512
110200	31	S3013_2	FALSE	1.91	61.73	RIGHT	9	8	4688	t.03.17	5225	110737	105512
110547	9	S3013_2	FALSE	0.55	60.66	RIGHT	9	9	5035	t.03.17	5225	110737	105512
110730	58	S3013_2	FALSE	7.47	128.79	LEFT	4	9	5218	t.03.17	5225	110737	105512
112420	22	S3013_2	FALSE	1.65	75.18	RIGHT	3	1	242	t.03.18	3892	116070	112178
112647	25	S3013_2	FALSE	2.14	85.44	RIGHT	4	2	469	t.03.18	3892	116070	112178
113197	16	S3013_2	FALSE	0.94	58.53	RIGHT	5	4	1019	t.03.18	3892	116070	112178
113393	16	S3013_2	FALSE	1.06	66.02	RIGHT	6	5	1215	t.03.18	3892	116070	112178
113651	24	S3013_2	FALSE	2.02	84.26	RIGHT	8	6	1473	t.03.18	3892	116070	112178
113992	23	S3013_2	FALSE	1.65	71.73	RIGHT	8	7	1814	t.03.18	3892	116070	112178
114339	23	S3013_2	FALSE	1.79	77.61	LEFT	7	8	2161	t.03.18	3892	116070	112178
114469	31	S3013_2	FALSE	4.3	138.75	RIGHT	9	7	2291	t.03.18	3892	116070	112178
114734	43	S3013_2	FALSE	1.3	30.29	RIGHT	10	9	2556	t.03.18	3892	116070	112178
115005	24	S3013_2	FALSE	1.3	54.19	RIGHT	10	9	2827	t.03.18	3892	116070	112178
115084	7	S3013_2	FALSE	0.32	45.88	.	10	10	2906	t.03.18	3892	116070	112178
115193	64	S3013_2	FALSE	0.44	6.81	.	12	12	3015	t.03.18	3892	116070	112178
115291	121	S3013_2	FALSE	0.43	3.59	.	12	12	3113	t.03.18	3892	116070	112178
115623	24	S3013_2	FALSE	0.1	4.26	.	10	10	3445	t.03.18	3892	116070	112178
117734	17	S3013_2	TRUE	1.1	64.59	RIGHT	3	2	223	t.03.19	2558	120069	117511
117943	16	S3013_2	TRUE	0.92	57.59	RIGHT	3	3	432	t.03.19	2558	120069	117511
118158	27	S3013_2	TRUE	2.92	108.06	RIGHT	6	3	647	t.03.19	2558	120069	117511
118535	26	S3013_2	TRUE	2.11	81.1	RIGHT	6	6	1024	t.03.19	2558	120069	117511
118733	25	S3013_2	TRUE	2.3	92.05	RIGHT	8	6	1222	t.03.19	2558	120069	117511
119099	25	S3013_2	TRUE	2.11	84.52	RIGHT	10	8	1588	t.03.19	2558	120069	117511
119367	23	S3013_2	TRUE	2.03	88.16	RIGHT	12	10	1856	t.03.19	2558	120069	117511
119579	21	S3013_2	TRUE	1.31	62.41	RIGHT	12	.	2068	t.03.19	2558	120069	117511
119867	37	S3013_2	TRUE	5.47	147.89	LEFT	8	12	2356	t.03.19	2558	120069	117511
121873	25	S3013_2	TRUE	1.99	79.74	RIGHT	4	3	345	t.03.20	2896	124424	121528
122147	24	S3013_2	TRUE	2.34	97.68	RIGHT	5	4	619	t.03.20	2896	124424	121528
122423	28	S3013_2	TRUE	3.31	118.16	RIGHT	8	5	895	t.03.20	2896	124424	121528
122646	17	S3013_2	TRUE	1.03	60.49	RIGHT	8	8	1118	t.03.20	2896	124424	121528
123015	8	S3013_2	TRUE	0.37	45.77	.	8	8	1487	t.03.20	2896	124424	121528
123270	28	S3013_2	TRUE	2.54	90.64	RIGHT	10	8	1742	t.03.20	2896	124424	121528
123593	23	S3013_2	TRUE	1.88	81.88	RIGHT	.	10	2065	t.03.20	2896	124424	121528
123841	21	S3013_2	TRUE	1.48	70.26	RIGHT	13	11	2313	t.03.20	2896	124424	121528
124112	46	S3013_2	TRUE	8.01	174.03	LEFT	6	13	2584	t.03.20	2896	124424	121528
124485	41	S3013_2	TRUE	1.6	39.01	LEFT	5	5	2957	t.03.20	2896	124424	121528
#VALUE!	80	S3013_2	FALSE	.	.	DOWN	.	.	1	.	.	.	.
125904	56	S3013_2	TRUE	.	.	DOWN	3	.	26	t.03.21	2337	128215	125878
126094	21	S3013_2	TRUE	1.66	78.83	LEFT	2	4	216	t.03.21	2337	128215	125878
