onset	duration	RECORDING_SESSION_LABEL	CURRENT_SAC_ADJUSTED	CURRENT_SAC_AMPLITUDE	CURRENT_SAC_AVG_VELOCITY	CURRENT_SAC_DIRECTION	CURRENT_SAC_END_INTEREST_AREA_ID	CURRENT_SAC_START_INTEREST_AREA_ID	CURRENT_SAC_START_TIME	SentenceID	SentenceRT	TRUEOffset	TRUEOnset
19756	60	S3013_1	FALSE	9.93	165.56	LEFT	2	9	288	t.02.01	0	27468	19468
20116	25	S3013_1	FALSE	2.31	92.35	RIGHT	3	2	648	t.02.01	0	27468	19468
20373	309	S3013_1	FALSE	2.46	7.96	RIGHT	4	3	905	t.02.01	0	27468	19468
20920	26	S3013_1	FALSE	1.36	52.2	RIGHT	5	4	1452	t.02.01	0	27468	19468
21230	26	S3013_1	FALSE	2.52	97.02	RIGHT	6	5	1762	t.02.01	0	27468	19468
21604	27	S3013_1	FALSE	2.57	95.13	RIGHT	9	6	2136	t.02.01	0	27468	19468
22288	27	S3013_1	FALSE	2.54	93.95	RIGHT	10	8	2820	t.02.01	0	27468	19468
22508	23	S3013_1	FALSE	1.62	70.22	RIGHT	10	10	3040	t.02.01	0	27468	19468
22896	17	S3013_1	FALSE	1.03	60.49	RIGHT	.	10	3428	t.02.01	0	27468	19468
23246	28	S3013_1	FALSE	2.45	87.63	LEFT	10	10	3778	t.02.01	0	27468	19468
23631	23	S3013_1	FALSE	1.67	72.72	RIGHT	10	10	4163	t.02.01	0	27468	19468
23773	30	S3013_1	FALSE	3.65	121.81	LEFT	.	10	4305	t.02.01	0	27468	19468
24257	19	S3013_1	FALSE	1.38	72.66	LEFT	7	8	4789	t.02.01	0	27468	19468
24328	27	S3013_1	FALSE	2.05	76.05	LEFT	6	7	4860	t.02.01	0	27468	19468
24717	40	S3013_1	FALSE	5.27	131.82	LEFT	3	6	5249	t.02.01	0	27468	19468
24957	20	S3013_1	FALSE	1.37	68.36	LEFT	2	3	5489	t.02.01	0	27468	19468
25442	242	S3013_1	FALSE	4.91	20.29	RIGHT	.	3	5974	t.02.01	0	27468	19468
25858	162	S3013_1	FALSE	5.03	31.02	RIGHT	.	3	6390	t.02.01	0	27468	19468
