onset	duration	RECORDING_SESSION_LABEL	CURRENT_FIX_ADJUSTED	CURRENT_FIX_INTEREST_AREA_ID	CURRENT_FIX_START	SentenceID	SentenceRT	TRUEOffset	TRUEOnset
19656	191	S3021_4	FALSE	.	133	t.04.01	5101	24624	19523
19863	231	S3021_4	FALSE	1	340	t.04.01	5101	24624	19523
20101	318	S3021_4	FALSE	1	578	t.04.01	5101	24624	19523
20426	180	S3021_4	FALSE	1	903	t.04.01	5101	24624	19523
20627	1296	S3021_4	FALSE	2	1104	t.04.01	5101	24624	19523
21942	306	S3021_4	FALSE	2	2419	t.04.01	5101	24624	19523
22272	225	S3021_4	FALSE	3	2749	t.04.01	5101	24624	19523
22519	64	S3021_4	FALSE	3	2996	t.04.01	5101	24624	19523
22632	307	S3021_4	FALSE	3	3109	t.04.01	5101	24624	19523
22946	178	S3021_4	FALSE	4	3423	t.04.01	5101	24624	19523
23297	216	S3021_4	FALSE	5	3774	t.04.01	5101	24624	19523
23533	278	S3021_4	FALSE	7	4010	t.04.01	5101	24624	19523
23832	265	S3021_4	FALSE	8	4309	t.04.01	5101	24624	19523
24121	323	S3021_4	FALSE	9	4598	t.04.01	5101	24624	19523
24468	277	S3021_4	FALSE	11	4945	t.04.01	5101	24624	19523
#VALUE!	83	S3021_4	FALSE	.	7	.	.	.	.
26106	121	S3021_4	FALSE	.	0	t.04.02	4542	30648	26106
26253	142	S3021_4	FALSE	3	147	t.04.02	4542	30648	26106
26418	442	S3021_4	FALSE	1	312	t.04.02	4542	30648	26106
26879	205	S3021_4	FALSE	2	773	t.04.02	4542	30648	26106
27101	217	S3021_4	FALSE	4	995	t.04.02	4542	30648	26106
27341	222	S3021_4	FALSE	4	1235	t.04.02	4542	30648	26106
27579	214	S3021_4	FALSE	5	1473	t.04.02	4542	30648	26106
27813	421	S3021_4	FALSE	7	1707	t.04.02	4542	30648	26106
28250	340	S3021_4	FALSE	6	2144	t.04.02	4542	30648	26106
28610	188	S3021_4	FALSE	8	2504	t.04.02	4542	30648	26106
28820	271	S3021_4	FALSE	9	2714	t.04.02	4542	30648	26106
29107	302	S3021_4	FALSE	9	3001	t.04.02	4542	30648	26106
29592	187	S3021_4	FALSE	9	3486	t.04.02	4542	30648	26106
