onset	duration	RECORDING_SESSION_LABEL	CURRENT_FIX_ADJUSTED	CURRENT_FIX_DURATION	CURRENT_FIX_INTEREST_AREA_ID	CURRENT_FIX_START	SentenceID	SentenceRT	TRUEOffset	TRUEOnset
42969	355	S3106_1	FALSE	355	11	2503	t.05.04	3543	44009	40466
43344	100	S3106_1	FALSE	100	9	2878	t.05.04	3543	44009	40466
43483	141	S3106_1	FALSE	141	12	3017	t.05.04	3543	44009	40466
43639	345	S3106_1	FALSE	345	13	3173	t.05.04	3543	44009	40466
44064	44	S3106_1	FALSE	44	1	3598	t.05.04	3543	44009	40466
#VALUE!	56	S3106_1	FALSE	56	.	32	.	.	.	.
45516	182	S3106_1	FALSE	182	4	0	t.05.05	5036	50552	45516
45726	260	S3106_1	FALSE	260	1	210	t.05.05	5036	50552	45516
46328	79	S3106_1	FALSE	79	1	812	t.05.05	5036	50552	45516
46436	304	S3106_1	FALSE	304	3	920	t.05.05	5036	50552	45516
46760	386	S3106_1	FALSE	386	4	1244	t.05.05	5036	50552	45516
47179	281	S3106_1	FALSE	281	7	1663	t.05.05	5036	50552	45516
47478	254	S3106_1	FALSE	254	6	1962	t.05.05	5036	50552	45516
47751	154	S3106_1	FALSE	154	7	2235	t.05.05	5036	50552	45516
47930	270	S3106_1	FALSE	270	9	2414	t.05.05	5036	50552	45516
48210	107	S3106_1	FALSE	107	9	2694	t.05.05	5036	50552	45516
48343	518	S3106_1	FALSE	518	10	2827	t.05.05	5036	50552	45516
48888	189	S3106_1	FALSE	189	13	3372	t.05.05	5036	50552	45516
49091	282	S3106_1	FALSE	282	13	3575	t.05.05	5036	50552	45516
49397	302	S3106_1	FALSE	302	11	3881	t.05.05	5036	50552	45516
49734	331	S3106_1	FALSE	331	9	4218	t.05.05	5036	50552	45516
50089	230	S3106_1	FALSE	230	7	4573	t.05.05	5036	50552	45516
50353	143	S3106_1	FALSE	143	9	4837	t.05.05	5036	50552	45516
50526	122	S3106_1	FALSE	122	11	5010	t.05.05	5036	50552	45516
52837	394	S3106_1	FALSE	394	2	321	t.05.06	6497	59013	52516
53251	311	S3106_1	FALSE	311	3	735	t.05.06	6497	59013	52516
53576	236	S3106_1	FALSE	236	4	1060	t.05.06	6497	59013	52516
53964	47	S3106_1	FALSE	47	2	1448	t.05.06	6497	59013	52516
54031	156	S3106_1	FALSE	156	2	1515	t.05.06	6497	59013	52516
54290	202	S3106_1	FALSE	202	3	1774	t.05.06	6497	59013	52516
54508	343	S3106_1	FALSE	343	4	1992	t.05.06	6497	59013	52516
54873	263	S3106_1	FALSE	263	6	2357	t.05.06	6497	59013	52516
55145	338	S3106_1	FALSE	338	6	2629	t.05.06	6497	59013	52516
55508	268	S3106_1	FALSE	268	7	2992	t.05.06	6497	59013	52516
55782	225	S3106_1	FALSE	225	7	3266	t.05.06	6497	59013	52516
56025	143	S3106_1	FALSE	143	8	3509	t.05.06	6497	59013	52516
56191	345	S3106_1	FALSE	345	10	3675	t.05.06	6497	59013	52516
56556	219	S3106_1	FALSE	219	11	4040	t.05.06	6497	59013	52516
56785	246	S3106_1	FALSE	246	12	4269	t.05.06	6497	59013	52516
57048	198	S3106_1	FALSE	198	12	4532	t.05.06	6497	59013	52516
57265	152	S3106_1	FALSE	152	12	4749	t.05.06	6497	59013	52516
57441	237	S3106_1	FALSE	237	13	4925	t.05.06	6497	59013	52516
57748	160	S3106_1	FALSE	160	3	5232	t.05.06	6497	59013	52516
58425	213	S3106_1	FALSE	213	12	5909	t.05.06	6497	59013	52516
58687	422	S3106_1	FALSE	422	6	6171	t.05.06	6497	59013	52516
#VALUE!	83	S3106_1	FALSE	83	.	7	.	.	.	.
61016	136	S3106_1	FALSE	136	3	0	t.05.07	2771	63787	61016
61165	54	S3106_1	FALSE	54	3	149	t.05.07	2771	63787	61016
61371	35	S3106_1	FALSE	35	2	355	t.05.07	2771	63787	61016
61633	186	S3106_1	FALSE	186	2	617	t.05.07	2771	63787	61016
61839	174	S3106_1	FALSE	174	4	823	t.05.07	2771	63787	61016
62028	229	S3106_1	FALSE	229	5	1012	t.05.07	2771	63787	61016
62279	241	S3106_1	FALSE	241	7	1263	t.05.07	2771	63787	61016
62528	222	S3106_1	FALSE	222	7	1512	t.05.07	2771	63787	61016
62778	262	S3106_1	FALSE	262	9	1762	t.05.07	2771	63787	61016
63065	248	S3106_1	FALSE	248	10	2049	t.05.07	2771	63787	61016
63337	196	S3106_1	FALSE	196	12	2321	t.05.07	2771	63787	61016
63545	203	S3106_1	FALSE	203	12	2529	t.05.07	2771	63787	61016
63770	114	S3106_1	FALSE	114	11	2754	t.05.07	2771	63787	61016
#VALUE!	78	S3106_1	FALSE	78	.	7	.	.	.	.
65266	410	S3106_1	FALSE	410	1	0	t.05.08	3691	68957	65266
65697	302	S3106_1	FALSE	302	1	431	t.05.08	3691	68957	65266
66023	242	S3106_1	FALSE	242	3	757	t.05.08	3691	68957	65266
66284	294	S3106_1	FALSE	294	4	1018	t.05.08	3691	68957	65266
66603	185	S3106_1	FALSE	185	2	1337	t.05.08	3691	68957	65266
66811	402	S3106_1	FALSE	402	4	1545	t.05.08	3691	68957	65266
67232	210	S3106_1	FALSE	210	5	1966	t.05.08	3691	68957	65266
67463	287	S3106_1	FALSE	287	6	2197	t.05.08	3691	68957	65266
67763	47	S3106_1	FALSE	47	6	2497	t.05.08	3691	68957	65266
67835	297	S3106_1	FALSE	297	7	2569	t.05.08	3691	68957	65266
68155	201	S3106_1	FALSE	201	9	2889	t.05.08	3691	68957	65266
68423	366	S3106_1	FALSE	366	1	3157	t.05.08	3691	68957	65266
68809	248	S3106_1	FALSE	248	1	3543	t.05.08	3691	68957	65266
#VALUE!	79	S3106_1	FALSE	79	.	7	.	.	.	.
70432	318	S3106_1	FALSE	318	1	0	t.05.09	2879	73311	70432
70769	231	S3106_1	FALSE	231	2	337	t.05.09	2879	73311	70432
71017	141	S3106_1	FALSE	141	3	585	t.05.09	2879	73311	70432
71182	333	S3106_1	FALSE	333	4	750	t.05.09	2879	73311	70432
71525	169	S3106_1	FALSE	169	4	1093	t.05.09	2879	73311	70432
71720	274	S3106_1	FALSE	274	6	1288	t.05.09	2879	73311	70432
72363	222	S3106_1	FALSE	222	7	1931	t.05.09	2879	73311	70432
72610	723	S3106_1	FALSE	723	8	2178	t.05.09	2879	73311	70432
73360	44	S3106_1	FALSE	44	7	2928	t.05.09	2879	73311	70432
#VALUE!	65	S3106_1	FALSE	65	.	7	.	.	.	.
75290	187	S3106_1	FALSE	187	3	8	t.05.10	3479	78761	75282
75500	163	S3106_1	FALSE	163	1	218	t.05.10	3479	78761	75282
75674	137	S3106_1	FALSE	137	1	392	t.05.10	3479	78761	75282
76172	379	S3106_1	FALSE	379	3	890	t.05.10	3479	78761	75282
76573	217	S3106_1	FALSE	217	4	1291	t.05.10	3479	78761	75282
76812	281	S3106_1	FALSE	281	6	1530	t.05.10	3479	78761	75282
77113	138	S3106_1	FALSE	138	6	1831	t.05.10	3479	78761	75282
77270	183	S3106_1	FALSE	183	7	1988	t.05.10	3479	78761	75282
77473	234	S3106_1	FALSE	234	8	2191	t.05.10	3479	78761	75282
77732	297	S3106_1	FALSE	297	10	2450	t.05.10	3479	78761	75282
78052	467	S3106_1	FALSE	467	12	2770	t.05.10	3479	78761	75282
78543	196	S3106_1	FALSE	196	10	3261	t.05.10	3479	78761	75282
78807	48	S3106_1	FALSE	48	1	3525	t.05.10	3479	78761	75282
#VALUE!	83	S3106_1	FALSE	83	.	7	.	.	.	.
80732	210	S3106_1	FALSE	210	2	0	t.05.11	3382	84114	80732
80956	210	S3106_1	FALSE	210	1	224	t.05.11	3382	84114	80732
81184	176	S3106_1	FALSE	176	2	452	t.05.11	3382	84114	80732
81382	374	S3106_1	FALSE	374	3	650	t.05.11	3382	84114	80732
82124	79	S3106_1	FALSE	79	5	1392	t.05.11	3382	84114	80732
82266	245	S3106_1	FALSE	245	7	1534	t.05.11	3382	84114	80732
82536	56	S3106_1	FALSE	56	7	1804	t.05.11	3382	84114	80732
82624	243	S3106_1	FALSE	243	9	1892	t.05.11	3382	84114	80732
82881	101	S3106_1	FALSE	101	9	2149	t.05.11	3382	84114	80732
83007	205	S3106_1	FALSE	205	12	2275	t.05.11	3382	84114	80732
83229	226	S3106_1	FALSE	226	12	2497	t.05.11	3382	84114	80732
83473	51	S3106_1	FALSE	51	12	2741	t.05.11	3382	84114	80732
83700	146	S3106_1	FALSE	146	10	2968	t.05.11	3382	84114	80732
83878	109	S3106_1	FALSE	109	12	3146	t.05.11	3382	84114	80732
84062	131	S3106_1	FALSE	131	1	3330	t.05.11	3382	84114	80732
#VALUE!	29	S3106_1	FALSE	29	.	33	.	.	.	.
86082	415	S3106_1	FALSE	415	1	0	t.05.12	3978	90060	86082
86520	196	S3106_1	FALSE	196	2	438	t.05.12	3978	90060	86082
86734	222	S3106_1	FALSE	222	3	652	t.05.12	3978	90060	86082
87154	113	S3106_1	FALSE	113	5	1072	t.05.12	3978	90060	86082
87599	86	S3106_1	FALSE	86	7	1517	t.05.12	3978	90060	86082
87715	257	S3106_1	FALSE	257	8	1633	t.05.12	3978	90060	86082
87998	143	S3106_1	FALSE	143	5	1916	t.05.12	3978	90060	86082
88168	264	S3106_1	FALSE	264	9	2086	t.05.12	3978	90060	86082
88450	362	S3106_1	FALSE	362	10	2368	t.05.12	3978	90060	86082
88838	244	S3106_1	FALSE	244	12	2756	t.05.12	3978	90060	86082
89100	193	S3106_1	FALSE	193	12	3018	t.05.12	3978	90060	86082
89319	241	S3106_1	FALSE	241	10	3237	t.05.12	3978	90060	86082
89585	286	S3106_1	FALSE	286	12	3503	t.05.12	3978	90060	86082
89942	163	S3106_1	FALSE	163	2	3860	t.05.12	3978	90060	86082
#VALUE!	80	S3106_1	FALSE	80	.	7	.	.	.	.
91532	77	S3106_1	FALSE	77	1	0	t.05.13	2698	94230	91532
91734	66	S3106_1	FALSE	66	1	202	t.05.13	2698	94230	91532
92484	321	S3106_1	FALSE	321	5	952	t.05.13	2698	94230	91532
92813	253	S3106_1	FALSE	253	5	1281	t.05.13	2698	94230	91532
93094	48	S3106_1	FALSE	48	7	1562	t.05.13	2698	94230	91532
93188	143	S3106_1	FALSE	143	7	1656	t.05.13	2698	94230	91532
93355	155	S3106_1	FALSE	155	7	1823	t.05.13	2698	94230	91532
93533	222	S3106_1	FALSE	222	8	2001	t.05.13	2698	94230	91532
93774	338	S3106_1	FALSE	338	9	2242	t.05.13	2698	94230	91532
94165	160	S3106_1	FALSE	160	1	2633	t.05.13	2698	94230	91532
#VALUE!	77	S3106_1	FALSE	77	.	7	.	.	.	.
95716	355	S3106_1	FALSE	355	2	17	t.05.14	2979	98678	95699
96086	190	S3106_1	FALSE	190	2	387	t.05.14	2979	98678	95699
96302	409	S3106_1	FALSE	409	3	603	t.05.14	2979	98678	95699
96734	217	S3106_1	FALSE	217	5	1035	t.05.14	2979	98678	95699
96967	159	S3106_1	FALSE	159	5	1268	t.05.14	2979	98678	95699
97147	292	S3106_1	FALSE	292	6	1448	t.05.14	2979	98678	95699
97466	490	S3106_1	FALSE	490	8	1767	t.05.14	2979	98678	95699
97966	82	S3106_1	FALSE	82	8	2267	t.05.14	2979	98678	95699
98073	150	S3106_1	FALSE	150	9	2374	t.05.14	2979	98678	95699
98242	194	S3106_1	FALSE	194	10	2543	t.05.14	2979	98678	95699
98501	186	S3106_1	FALSE	186	2	2802	t.05.14	2979	98678	95699
98708	68	S3106_1	FALSE	68	1	3009	t.05.14	2979	98678	95699
#VALUE!	81	S3106_1	FALSE	81	.	7	.	.	.	.
100165	221	S3106_1	FALSE	221	1	0	t.05.15	3397	103562	100165
100396	141	S3106_1	FALSE	141	1	231	t.05.15	3397	103562	100165
100560	258	S3106_1	FALSE	258	2	395	t.05.15	3397	103562	100165
100838	340	S3106_1	FALSE	340	1	673	t.05.15	3397	103562	100165
101212	287	S3106_1	FALSE	287	3	1047	t.05.15	3397	103562	100165
101516	164	S3106_1	FALSE	164	3	1351	t.05.15	3397	103562	100165
101694	201	S3106_1	FALSE	201	4	1529	t.05.15	3397	103562	100165
101921	181	S3106_1	FALSE	181	5	1756	t.05.15	3397	103562	100165
102122	289	S3106_1	FALSE	289	6	1957	t.05.15	3397	103562	100165
102422	228	S3106_1	FALSE	228	6	2257	t.05.15	3397	103562	100165
102668	266	S3106_1	FALSE	266	6	2503	t.05.15	3397	103562	100165
102957	382	S3106_1	FALSE	382	7	2792	t.05.15	3397	103562	100165
103360	133	S3106_1	FALSE	133	9	3195	t.05.15	3397	103562	100165
103566	95	S3106_1	FALSE	95	1	3401	t.05.15	3397	103562	100165
#VALUE!	65	S3106_1	FALSE	65	.	26	.	.	.	.
105048	211	S3106_1	FALSE	211	2	0	t.05.16	3741	108789	105048
105270	172	S3106_1	FALSE	172	2	222	t.05.16	3741	108789	105048
105463	276	S3106_1	FALSE	276	3	415	t.05.16	3741	108789	105048
105762	196	S3106_1	FALSE	196	4	714	t.05.16	3741	108789	105048
105975	156	S3106_1	FALSE	156	5	927	t.05.16	3741	108789	105048
106153	392	S3106_1	FALSE	392	6	1105	t.05.16	3741	108789	105048
106587	215	S3106_1	FALSE	215	3	1539	t.05.16	3741	108789	105048
106838	346	S3106_1	FALSE	346	8	1790	t.05.16	3741	108789	105048
107201	230	S3106_1	FALSE	230	8	2153	t.05.16	3741	108789	105048
107454	214	S3106_1	FALSE	214	10	2406	t.05.16	3741	108789	105048
107690	161	S3106_1	FALSE	161	10	2642	t.05.16	3741	108789	105048
107861	161	S3106_1	FALSE	161	11	2813	t.05.16	3741	108789	105048
108074	150	S3106_1	FALSE	150	4	3026	t.05.16	3741	108789	105048
108249	155	S3106_1	FALSE	155	3	3201	t.05.16	3741	108789	105048
108431	168	S3106_1	FALSE	168	6	3383	t.05.16	3741	108789	105048
108625	237	S3106_1	FALSE	237	3	3577	t.05.16	3741	108789	105048
#VALUE!	86	S3106_1	FALSE	86	.	7	.	.	.	.
110282	52	S3106_1	FALSE	52	1	0	t.05.17	4508	114790	110282
110351	172	S3106_1	FALSE	172	2	69	t.05.17	4508	114790	110282
110540	42	S3106_1	FALSE	42	1	258	t.05.17	4508	114790	110282
110597	162	S3106_1	FALSE	162	2	315	t.05.17	4508	114790	110282
110781	149	S3106_1	FALSE	149	4	499	t.05.17	4508	114790	110282
111275	63	S3106_1	FALSE	63	4	993	t.05.17	4508	114790	110282
111408	140	S3106_1	FALSE	140	6	1126	t.05.17	4508	114790	110282
111615	135	S3106_1	FALSE	135	6	1333	t.05.17	4508	114790	110282
111776	280	S3106_1	FALSE	280	8	1494	t.05.17	4508	114790	110282
112065	167	S3106_1	FALSE	167	8	1783	t.05.17	4508	114790	110282
112252	284	S3106_1	FALSE	284	9	1970	t.05.17	4508	114790	110282
112559	276	S3106_1	FALSE	276	11	2277	t.05.17	4508	114790	110282
112842	91	S3106_1	FALSE	91	11	2560	t.05.17	4508	114790	110282
112960	291	S3106_1	FALSE	291	14	2678	t.05.17	4508	114790	110282
113269	399	S3106_1	FALSE	399	13	2987	t.05.17	4508	114790	110282
113688	360	S3106_1	FALSE	360	14	3406	t.05.17	4508	114790	110282
114079	356	S3106_1	FALSE	356	11	3797	t.05.17	4508	114790	110282
114466	147	S3106_1	FALSE	147	14	4184	t.05.17	4508	114790	110282
114654	152	S3106_1	FALSE	152	9	4372	t.05.17	4508	114790	110282
114848	53	S3106_1	FALSE	53	2	4566	t.05.17	4508	114790	110282
#VALUE!	77	S3106_1	FALSE	77	.	7	.	.	.	.
116281	244	S3106_1	FALSE	244	1	0	t.05.18	1959	118240	116281
116539	214	S3106_1	FALSE	214	2	258	t.05.18	1959	118240	116281
116773	193	S3106_1	FALSE	193	3	492	t.05.18	1959	118240	116281
116986	208	S3106_1	FALSE	208	5	705	t.05.18	1959	118240	116281
117213	129	S3106_1	FALSE	129	6	932	t.05.18	1959	118240	116281
117364	263	S3106_1	FALSE	263	8	1083	t.05.18	1959	118240	116281
117646	137	S3106_1	FALSE	137	7	1365	t.05.18	1959	118240	116281
117807	165	S3106_1	FALSE	165	10	1526	t.05.18	1959	118240	116281
117999	239	S3106_1	FALSE	239	11	1718	t.05.18	1959	118240	116281
118309	38	S3106_1	FALSE	38	1	2028	t.05.18	1959	118240	116281
#VALUE!	83	S3106_1	FALSE	83	.	7	.	.	.	.
120231	391	S3106_1	FALSE	391	2	0	t.05.19	2317	122548	120231
120842	185	S3106_1	FALSE	185	3	611	t.05.19	2317	122548	120231
121052	259	S3106_1	FALSE	259	4	821	t.05.19	2317	122548	120231
121334	206	S3106_1	FALSE	206	5	1103	t.05.19	2317	122548	120231
121556	195	S3106_1	FALSE	195	5	1325	t.05.19	2317	122548	120231
121776	396	S3106_1	FALSE	396	6	1545	t.05.19	2317	122548	120231
122195	219	S3106_1	FALSE	219	7	1964	t.05.19	2317	122548	120231
122468	175	S3106_1	FALSE	175	2	2237	t.05.19	2317	122548	120231
#VALUE!	77	S3106_1	FALSE	77	.	7	.	.	.	.
124015	97	S3106_1	FALSE	97	1	0	t.05.20	3993	128008	124015
124135	126	S3106_1	FALSE	126	2	120	t.05.20	3993	128008	124015
124282	254	S3106_1	FALSE	254	1	267	t.05.20	3993	128008	124015
124558	286	S3106_1	FALSE	286	2	543	t.05.20	3993	128008	124015
124876	157	S3106_1	FALSE	157	4	861	t.05.20	3993	128008	124015
125046	253	S3106_1	FALSE	253	4	1031	t.05.20	3993	128008	124015
125324	515	S3106_1	FALSE	515	6	1309	t.05.20	3993	128008	124015
125860	203	S3106_1	FALSE	203	9	1845	t.05.20	3993	128008	124015
126081	382	S3106_1	FALSE	382	9	2066	t.05.20	3993	128008	124015
126468	229	S3106_1	FALSE	229	9	2453	t.05.20	3993	128008	124015
126737	225	S3106_1	FALSE	225	4	2722	t.05.20	3993	128008	124015
126971	191	S3106_1	FALSE	191	4	2956	t.05.20	3993	128008	124015
127187	450	S3106_1	FALSE	450	6	3172	t.05.20	3993	128008	124015
127676	156	S3106_1	FALSE	156	9	3661	t.05.20	3993	128008	124015
127851	193	S3106_1	FALSE	193	9	3836	t.05.20	3993	128008	124015
#VALUE!	80	S3106_1	FALSE	80	.	7	.	.	.	.
129981	347	S3106_1	FALSE	347	2	0	t.05.21	2702	132683	129981
130345	208	S3106_1	FALSE	208	2	364	t.05.21	2702	132683	129981
130571	260	S3106_1	FALSE	260	3	590	t.05.21	2702	132683	129981
130838	44	S3106_1	FALSE	44	2	857	t.05.21	2702	132683	129981
130905	238	S3106_1	FALSE	238	3	924	t.05.21	2702	132683	129981
131170	219	S3106_1	FALSE	219	5	1189	t.05.21	2702	132683	129981
131408	71	S3106_1	FALSE	71	5	1427	t.05.21	2702	132683	129981
131502	206	S3106_1	FALSE	206	8	1521	t.05.21	2702	132683	129981
131728	182	S3106_1	FALSE	182	8	1747	t.05.21	2702	132683	129981
131935	192	S3106_1	FALSE	192	9	1954	t.05.21	2702	132683	129981
132172	220	S3106_1	FALSE	220	6	2191	t.05.21	2702	132683	129981
132407	88	S3106_1	FALSE	88	8	2426	t.05.21	2702	132683	129981
132538	182	S3106_1	FALSE	182	9	2557	t.05.21	2702	132683	129981
#VALUE!	26	S3106_1	FALSE	26	.	7	.	.	.	.
#VALUE!	33	S3106_1	FALSE	33	.	55	.	.	.	.
134164	213	S3106_1	FALSE	213	3	0	t.05.22	2358	136522	134164
134388	201	S3106_1	FALSE	201	3	224	t.05.22	2358	136522	134164
134606	282	S3106_1	FALSE	282	.	442	t.05.22	2358	136522	134164
134911	139	S3106_1	FALSE	139	3	747	t.05.22	2358	136522	134164
135351	119	S3106_1	FALSE	119	4	1187	t.05.22	2358	136522	134164
135491	99	S3106_1	FALSE	99	4	1327	t.05.22	2358	136522	134164
135630	133	S3106_1	FALSE	133	6	1466	t.05.22	2358	136522	134164
135784	165	S3106_1	FALSE	165	5	1620	t.05.22	2358	136522	134164
135978	199	S3106_1	FALSE	199	8	1814	t.05.22	2358	136522	134164
136203	270	S3106_1	FALSE	270	9	2039	t.05.22	2358	136522	134164
136538	92	S3106_1	FALSE	92	1	2374	t.05.22	2358	136522	134164
#VALUE!	50	S3106_1	FALSE	50	.	27	.	.	.	.
#VALUE!	9	S3106_1	FALSE	9	.	111	.	.	.	.
138031	67	S3106_1	FALSE	67	1	0	t.05.23	5271	143302	138031
138122	339	S3106_1	FALSE	339	1	91	t.05.23	5271	143302	138031
138489	179	S3106_1	FALSE	179	3	458	t.05.23	5271	143302	138031
138684	207	S3106_1	FALSE	207	3	653	t.05.23	5271	143302	138031
138915	681	S3106_1	FALSE	681	5	884	t.05.23	5271	143302	138031
139635	254	S3106_1	FALSE	254	7	1604	t.05.23	5271	143302	138031
139898	298	S3106_1	FALSE	298	7	1867	t.05.23	5271	143302	138031
140219	267	S3106_1	FALSE	267	7	2188	t.05.23	5271	143302	138031
140507	413	S3106_1	FALSE	413	7	2476	t.05.23	5271	143302	138031
140943	430	S3106_1	FALSE	430	8	2912	t.05.23	5271	143302	138031
141379	113	S3106_1	FALSE	113	8	3348	t.05.23	5271	143302	138031
141514	163	S3106_1	FALSE	163	10	3483	t.05.23	5271	143302	138031
141691	208	S3106_1	FALSE	208	10	3660	t.05.23	5271	143302	138031
141944	112	S3106_1	FALSE	112	6	3913	t.05.23	5271	143302	138031
142108	150	S3106_1	FALSE	150	9	4077	t.05.23	5271	143302	138031
142278	86	S3106_1	FALSE	86	10	4247	t.05.23	5271	143302	138031
142421	54	S3106_1	FALSE	54	5	4390	t.05.23	5271	143302	138031
142511	254	S3106_1	FALSE	254	2	4480	t.05.23	5271	143302	138031
143036	39	S3106_1	FALSE	39	3	5005	t.05.23	5271	143302	138031
143204	171	S3106_1	FALSE	171	1	5173	t.05.23	5271	143302	138031
