onset	duration	RECORDING_SESSION_LABEL	CURRENT_FIX_ADJUSTED	CURRENT_FIX_INTEREST_AREA_ID	CURRENT_FIX_START	SentenceID	SentenceRT	TRUEOffset	TRUEOnset
9479	1	S2101_2	FALSE	.	65	t.05.01	4666	14080	9414
9490	174	S2101_2	FALSE	1	76	t.05.01	4666	14080	9414
9688	78	S2101_2	FALSE	2	274	t.05.01	4666	14080	9414
9803	244	S2101_2	FALSE	1	389	t.05.01	4666	14080	9414
10083	84	S2101_2	FALSE	2	669	t.05.01	4666	14080	9414
10198	234	S2101_2	FALSE	3	784	t.05.01	4666	14080	9414
10469	367	S2101_2	FALSE	3	1055	t.05.01	4666	14080	9414
10877	482	S2101_2	FALSE	5	1463	t.05.01	4666	14080	9414
11552	193	S2101_2	FALSE	.	2138	t.05.01	4666	14080	9414
11754	368	S2101_2	FALSE	5	2340	t.05.01	4666	14080	9414
12157	150	S2101_2	FALSE	.	2743	t.05.01	4666	14080	9414
12342	192	S2101_2	FALSE	8	2928	t.05.01	4666	14080	9414
12567	430	S2101_2	FALSE	9	3153	t.05.01	4666	14080	9414
13021	195	S2101_2	FALSE	7	3607	t.05.01	4666	14080	9414
13256	145	S2101_2	FALSE	9	3842	t.05.01	4666	14080	9414
13430	162	S2101_2	FALSE	.	4016	t.05.01	4666	14080	9414
13903	56	S2101_2	FALSE	3	4489	t.05.01	4666	14080	9414
13997	185	S2101_2	FALSE	1	4583	t.05.01	4666	14080	9414
#VALUE!	73	S2101_2	FALSE	.	7	.	.	.	.
15431	161	S2101_2	FALSE	6	0	t.05.02	6513	21944	15431
15646	125	S2101_2	FALSE	1	215	t.05.02	6513	21944	15431
15795	337	S2101_2	FALSE	1	364	t.05.02	6513	21944	15431
16147	371	S2101_2	FALSE	1	716	t.05.02	6513	21944	15431
16559	219	S2101_2	FALSE	2	1128	t.05.02	6513	21944	15431
16801	85	S2101_2	FALSE	3	1370	t.05.02	6513	21944	15431
17074	91	S2101_2	FALSE	4	1643	t.05.02	6513	21944	15431
17200	113	S2101_2	FALSE	5	1769	t.05.02	6513	21944	15431
17345	104	S2101_2	FALSE	1	1914	t.05.02	6513	21944	15431
17481	104	S2101_2	FALSE	1	2050	t.05.02	6513	21944	15431
17616	160	S2101_2	FALSE	4	2185	t.05.02	6513	21944	15431
17808	154	S2101_2	FALSE	5	2377	t.05.02	6513	21944	15431
17996	249	S2101_2	FALSE	6	2565	t.05.02	6513	21944	15431
18411	168	S2101_2	FALSE	4	2980	t.05.02	6513	21944	15431
18603	207	S2101_2	FALSE	5	3172	t.05.02	6513	21944	15431
18843	187	S2101_2	FALSE	6	3412	t.05.02	6513	21944	15431
19060	162	S2101_2	FALSE	7	3629	t.05.02	6513	21944	15431
19258	233	S2101_2	FALSE	8	3827	t.05.02	6513	21944	15431
19525	260	S2101_2	FALSE	9	4094	t.05.02	6513	21944	15431
19819	280	S2101_2	FALSE	.	4388	t.05.02	6513	21944	15431
20287	118	S2101_2	FALSE	8	4856	t.05.02	6513	21944	15431
20422	227	S2101_2	FALSE	8	4991	t.05.02	6513	21944	15431
20673	114	S2101_2	FALSE	8	5242	t.05.02	6513	21944	15431
20961	123	S2101_2	FALSE	2	5530	t.05.02	6513	21944	15431
21120	231	S2101_2	FALSE	1	5689	t.05.02	6513	21944	15431
21373	196	S2101_2	FALSE	1	5942	t.05.02	6513	21944	15431
21594	72	S2101_2	FALSE	2	6163	t.05.02	6513	21944	15431
21702	230	S2101_2	FALSE	2	6271	t.05.02	6513	21944	15431
21955	86	S2101_2	FALSE	2	6524	t.05.02	6513	21944	15431
23357	178	S2101_2	FALSE	2	27	t.05.03	5485	28816	23330
23569	225	S2101_2	FALSE	2	239	t.05.03	5485	28816	23330
23831	175	S2101_2	FALSE	4	501	t.05.03	5485	28816	23330
24031	165	S2101_2	FALSE	5	701	t.05.03	5485	28816	23330
24228	361	S2101_2	FALSE	6	898	t.05.03	5485	28816	23330
24620	198	S2101_2	FALSE	7	1290	t.05.03	5485	28816	23330
25166	72	S2101_2	FALSE	9	1836	t.05.03	5485	28816	23330
25264	207	S2101_2	FALSE	10	1934	t.05.03	5485	28816	23330
25494	160	S2101_2	FALSE	10	2164	t.05.03	5485	28816	23330
25688	180	S2101_2	FALSE	12	2358	t.05.03	5485	28816	23330
25893	201	S2101_2	FALSE	.	2563	t.05.03	5485	28816	23330
26398	236	S2101_2	FALSE	12	3068	t.05.03	5485	28816	23330
26670	271	S2101_2	FALSE	10	3340	t.05.03	5485	28816	23330
26961	154	S2101_2	FALSE	10	3631	t.05.03	5485	28816	23330
27150	141	S2101_2	FALSE	12	3820	t.05.03	5485	28816	23330
27325	164	S2101_2	FALSE	.	3995	t.05.03	5485	28816	23330
27501	110	S2101_2	FALSE	.	4171	t.05.03	5485	28816	23330
27794	108	S2101_2	FALSE	7	4464	t.05.03	5485	28816	23330
27948	42	S2101_2	FALSE	6	4618	t.05.03	5485	28816	23330
28035	186	S2101_2	FALSE	5	4705	t.05.03	5485	28816	23330
28257	251	S2101_2	FALSE	7	4927	t.05.03	5485	28816	23330
28533	177	S2101_2	FALSE	9	5203	t.05.03	5485	28816	23330
28755	135	S2101_2	FALSE	12	5425	t.05.03	5485	28816	23330
#VALUE!	81	S2101_2	FALSE	.	7	.	.	.	.
30163	93	S2101_2	FALSE	3	0	t.05.04	5708	35871	30163
30291	141	S2101_2	FALSE	.	128	t.05.04	5708	35871	30163
30462	175	S2101_2	FALSE	1	299	t.05.04	5708	35871	30163
30657	94	S2101_2	FALSE	1	494	t.05.04	5708	35871	30163
30788	200	S2101_2	FALSE	3	625	t.05.04	5708	35871	30163
31018	150	S2101_2	FALSE	4	855	t.05.04	5708	35871	30163
31202	233	S2101_2	FALSE	5	1039	t.05.04	5708	35871	30163
31442	462	S2101_2	FALSE	5	1279	t.05.04	5708	35871	30163
31926	78	S2101_2	FALSE	5	1763	t.05.04	5708	35871	30163
32036	234	S2101_2	FALSE	6	1873	t.05.04	5708	35871	30163
32305	224	S2101_2	FALSE	8	2142	t.05.04	5708	35871	30163
32721	164	S2101_2	FALSE	8	2558	t.05.04	5708	35871	30163
32920	340	S2101_2	FALSE	9	2757	t.05.04	5708	35871	30163
33275	182	S2101_2	FALSE	9	3112	t.05.04	5708	35871	30163
33483	161	S2101_2	FALSE	12	3320	t.05.04	5708	35871	30163
33674	274	S2101_2	FALSE	13	3511	t.05.04	5708	35871	30163
33984	316	S2101_2	FALSE	.	3821	t.05.04	5708	35871	30163
34609	87	S2101_2	FALSE	10	4446	t.05.04	5708	35871	30163
34740	169	S2101_2	FALSE	.	4577	t.05.04	5708	35871	30163
34933	120	S2101_2	FALSE	13	4770	t.05.04	5708	35871	30163
35090	123	S2101_2	FALSE	.	4927	t.05.04	5708	35871	30163
35261	234	S2101_2	FALSE	.	5098	t.05.04	5708	35871	30163
35504	140	S2101_2	FALSE	10	5341	t.05.04	5708	35871	30163
35686	146	S2101_2	FALSE	.	5523	t.05.04	5708	35871	30163
35860	108	S2101_2	FALSE	.	5697	t.05.04	5708	35871	30163
#VALUE!	80	S2101_2	FALSE	.	7	.	.	.	.
37279	205	S2101_2	FALSE	2	0	t.05.05	7048	44327	37279
37517	325	S2101_2	FALSE	2	238	t.05.05	7048	44327	37279
37880	164	S2101_2	FALSE	3	601	t.05.05	7048	44327	37279
38081	57	S2101_2	FALSE	2	802	t.05.05	7048	44327	37279
38172	204	S2101_2	FALSE	1	893	t.05.05	7048	44327	37279
38411	229	S2101_2	FALSE	2	1132	t.05.05	7048	44327	37279
38673	81	S2101_2	FALSE	3	1394	t.05.05	7048	44327	37279
38787	249	S2101_2	FALSE	5	1508	t.05.05	7048	44327	37279
39068	94	S2101_2	FALSE	7	1789	t.05.05	7048	44327	37279
39496	320	S2101_2	FALSE	8	2217	t.05.05	7048	44327	37279
39840	192	S2101_2	FALSE	6	2561	t.05.05	7048	44327	37279
40063	115	S2101_2	FALSE	5	2784	t.05.05	7048	44327	37279
40392	368	S2101_2	FALSE	8	3113	t.05.05	7048	44327	37279
40781	172	S2101_2	FALSE	9	3502	t.05.05	7048	44327	37279
40985	150	S2101_2	FALSE	9	3706	t.05.05	7048	44327	37279
41161	242	S2101_2	FALSE	12	3882	t.05.05	7048	44327	37279
41429	195	S2101_2	FALSE	13	4150	t.05.05	7048	44327	37279
41657	356	S2101_2	FALSE	.	4378	t.05.05	7048	44327	37279
42353	191	S2101_2	FALSE	9	5074	t.05.05	7048	44327	37279
42575	330	S2101_2	FALSE	8	5296	t.05.05	7048	44327	37279
42933	149	S2101_2	FALSE	9	5654	t.05.05	7048	44327	37279
43122	172	S2101_2	FALSE	8	5843	t.05.05	7048	44327	37279
43314	471	S2101_2	FALSE	9	6035	t.05.05	7048	44327	37279
43840	192	S2101_2	FALSE	2	6561	t.05.05	7048	44327	37279
